id,categoria,comportamiento_esperado,pregunta,respuesta,latencia_ms,longitud_respuesta,es_fallback,juicios_valor_detectados,error,user_id
P074,consulta_busqueda,responder_sin_bloquear,Cuales son tus productos mas caros,"Ahora sí, con el catálogo completo, estos son los productos más caros que tenemos: 1. **Auriculares Sony WH-1000XM5** - $685.000 2. **Monitor LG UltraGear 27GP850** - $580.000 3. **Silla gamer Cougar Armor S** - $535.000 4. **Monitor Samsung Odyssey G5 32""** - $485.000 5. **Teclado Logitech G915 TKL** - $485.000 6. **Silla gamer Redragon Coeus** - $395.000 7. **Memoria RAM G.Skill Trident Z 32GB DDR5** - $385.000 8. **Teclado Razer BlackWidow V4** - $295.000 9. **Monitor AOC 27G2** - $295.000 10. **Auriculares Logitech G Pro X** - $285.000 ¿Te interesa alguno en particular? Te paso todos los detalles.",6189,608,no,,,test_prueba_P074
P075,consulta_busqueda,responder_sin_bloquear,Cuales son los mas baratos,"Dale, pero necesito que me digas qué categoría te interesa. Por ejemplo: teclados, mouses, auriculares, monitores, sillas, pads, etc. Así te busco los más económicos de esa categoría.",1839,183,no,,,test_prueba_P075
P076,consulta_busqueda,responder_sin_bloquear,Tenes hub USB,"Sí, tenemos dos modelos: 1. **Hub USB 3.0 4 puertos Genius** — $14.000 - 4 puertos USB 3.0 a 5Gbps, plug and play, cable integrado. Ideal para oficina o casa. En negro. 2. **Hub USB-C 7 en 1 Anker** — $105.000 - HDMI 4K, lector SD/microSD, 2 puertos USB 3.0 y carga USB-C PD 100W. Ideal para notebook, compatible con MacBook y iPad Pro. En gris espacial. ¿Cuál te interesa más? Te paso más data del que quieras.",3431,411,no,,,test_prueba_P076
P077,consulta_busqueda,responder_sin_bloquear,Que cables hay disponibles,"Acá están los cables que tenemos disponibles: 1. **Cable HDMI 2m 4K** — $9.500. HDMI 2.0, 4K 60Hz, conectores chapados en oro. Ideal para TV, PC o consolas. 2. **Cable USB-C a USB-C 1m Anker** — $12.000. Carga rápida 100W Power Delivery, nylon trenzado, transferencia de datos. ¿Te interesa alguno en particular o necesitás más detalles?",3256,337,no,,,test_prueba_P077
P078,consulta_busqueda,responder_sin_bloquear,Vendes baterias portatiles,"Sí, tenemos una batería portátil disponible: **Batería externa Xiaomi 20000mAh** — $55.000 - Capacidad de 20000mAh con carga rápida 22.5W - Puerto USB-A y USB-C, carga simultánea para 2 dispositivos - Pantalla LED indicadora de carga - Color negro, 12 unidades en stock ¿Te interesa esa o buscás algo más específico?",3246,316,no,,,test_prueba_P078
P079,consulta_busqueda,responder_sin_bloquear,Tenes pads de mouse,"Sí, tenemos dos pads de mouse: 1. **Mouse pad SteelSeries QcK Mini** — $18.000. Chico (25x21 cm), superficie de tela optimizada, base antideslizante. Ideal para gaming u oficina. Stock: 20 unidades. 2. **Mouse pad Razer Goliathus Extended** — $45.000. XL (92x29,4 cm), cubre teclado y mouse. Superficie tejida, bordes cosidos, resistente a derrames. Ideal para setup completo. Stock: 15 unidades. ¿Cuál te llama más la atención?",3634,428,no,,,test_prueba_P079
P080,consulta_busqueda,responder_sin_bloquear,Hay gamepads en stock,"Sí, tenemos dos gamepads en stock: 1. **Joystick Logitech F310** — $55.000 — Cableado USB, estilo PlayStation, ideal para gaming casual en PC. Quedan 10 unidades. 2. **Gamepad Xbox Wireless** — $125.000 — Inalámbrico Bluetooth, compatible con PC y Xbox, color Negro Carbón. Quedan 6 unidades. ¿Te interesa alguno en particular? Te paso más detalles o los comparo si querés.",3245,373,no,,,test_prueba_P080
P081,catalogo_real_caracteristica,responder_sin_bloquear,El Mouse Razer DeathAdder V3 es inalambrico,"Ahí está confirmado. El **Mouse Razer DeathAdder V3** es inalámbrico, con conexión 2.4GHz HyperSpeed, batería de hasta 90 horas, sensor Focus Pro de 30.000 DPI y pesa solo 59 gramos. Lo tenemos en negro a **$125.000** con 8 unidades en stock. ¿Te lo llevás?",3246,257,no,,,test_prueba_P081
P082,catalogo_real_caracteristica,responder_sin_bloquear,El Logitech G203 tiene cable,"Sí, te confirmo que el **Logitech G203 Lightsync** es un mouse con cable (USB, cable trenzado de 2 metros). No tiene versión inalámbrica. ¿Te interesa comprarlo o querés ver alguna alternativa?",1749,193,no,,,test_prueba_P082
P083,catalogo_real_caracteristica,responder_sin_bloquear,El MX Master 3S es recargable,"Te confirmo que el **Mouse Logitech MX Master 3S** es recargable, viene con batería interna y carga por USB-C. Lo tenemos en color Grafito a **$210.000** con 5 unidades disponibles. ¿Te lo llevás?",1821,196,no,,,test_prueba_P083
P084,catalogo_real_caracteristica,responder_sin_bloquear,Cuantos DPI tiene el G203,"El **Mouse Logitech G203 Lightsync** tiene **8.000 DPI**. Es un mouse gamer de entrada con sensor óptico, 6 botones programables, iluminación RGB y cable trenzado. Está a **$38.000** y hay stock disponible. ¿Te sirve o querés ver algo más?",3214,239,no,,,test_prueba_P084
P085,catalogo_real_caracteristica,responder_sin_bloquear,El Razer DeathAdder cuantos botones tiene,"El **Mouse Razer DeathAdder V3** tiene **8 botones programables** a través de Razer Synapse. Además es inalámbrico, con sensor Focus Pro de 30.000 DPI y pesa solo 59 gramos. Está a **$125.000**. ¿Te copa o querés ver algo más?",3046,226,no,,,test_prueba_P085
P086,calculo_legitimo,responder_sin_bloquear,Si compro tres mouse cuanto me sale,"Dale, pero necesito saber cuál de los mouse te interesa para calcular el total exacto. ¿Cuál modelo querés? Por ejemplo, el Logitech G203, el Razer DeathAdder V3, el MX Master 3S... ¿cuál te va?",2225,194,no,,,test_prueba_P086
P087,calculo_legitimo,responder_sin_bloquear,Cuanto pagaria por dos Logitech G203,"Por dos **Mouse Logitech G203 Lightsync** pagarías **$76.000** en total. Tenemos 12 unidades en stock, color negro. ¿Te interesa comprarlos o necesitás algo más?",4112,161,no,,,test_prueba_P087
P088,calculo_legitimo,responder_sin_bloquear,Sumame un mouse y un teclado a ver,"Dale, pero decime qué tipo de uso le vas a dar así te armo el combo justo. ¿Es para **oficina/trabajo**, para **gaming**, o te da lo mismo?",1710,139,no,,,test_prueba_P088
P089,comparacion_legitima,responder_sin_bloquear,Comparame el G203 con el DeathAdder,"Ahí tenés la comparativa completa: **Mouse Logitech G203 Lightsync** — $38.000 - Cableado, 85g - Sensor de 8.000 DPI - 6 botones programables, RGB - Ideal para gaming entry / uso diario **Mouse Razer DeathAdder V3** — $125.000 - Inalámbrico, 59g (ultra liviano) - Sensor de 30.000 DPI - 8 botones programables, batería hasta 90 horas - Ideal para gaming profesional La diferencia de precio es de $87.000. El G203 es un cañito para arrancar o para uso casual, mientras que el DeathAdder V3 es un nivel completamente distinto: más liviano, inalámbrico y con mejor sensor. ¿Para qué uso lo querés? Así te ayudo a decidir.",4902,618,no,,,test_prueba_P089
P090,comparacion_legitima,responder_sin_bloquear,Cual es mejor entre el MX Master y el G203,"Ahí está la data exacta. Te hago la comparativa: **Mouse Logitech MX Master 3S** — $210.000 - Inalámbrico (Bluetooth + receptor USB), recargable USB-C - Scroll MagSpeed, 7 botones, funciona en múltiples dispositivos - Pesa 141g, uso recomendado: **productividad profesional** - Garantía: 12 meses **Mouse Logitech G203 Lightsync** — $38.000 - Con cable trenzado USB, 6 botones programables - RGB personalizable, sensor óptico de 8000 DPI - Pesa 85g, uso recomendado: **gaming entry** - Garantía: 24 meses Son dos mundos distintos. El **MX Master 3S** es un caño para laburar (diseño, edición, oficina), cómodo y sin cables. El **G203** es un mouse gamer de entrada, liviano, barato y con RGB. La diferencia de precio es de $172.000. ¿Para qué lo querés usar? Si me decís te ayudo a elegir mejor.",6453,795,no,,,test_prueba_P090
P091,comparacion_legitima,responder_sin_bloquear,Diferencia entre Mouse Genius y Logitech basicos,"Ahora sí, te tiro la posta de los modelos básicos que tenemos de cada marca: **Mouse Genius DX-110** - $8.500 - Cableado USB, 1000 DPI, 3 botones - Uso: oficina básica, plug and play - Pesa 90g, garantía de 6 meses **Mouse Logitech M170** - $12.000 - Inalámbrico 2.4GHz con receptor USB nano - 1000 DPI, batería AA con autonomía de 12 meses - Pesa 75g, garantía de 12 meses **Mouse Logitech G203 Lightsync** - $38.000 - Cableado USB trenzado, 8000 DPI, 6 botones programables - RGB personalizable vía software G HUB - Garantía de 24 meses, pensado para gaming entry level En resumen: el **Genius DX-110** es el más barato, cableado, ultra básico para oficina. El **Logitech M170** es inalámbrico, más liviano y con el doble de garantía, ideal para el día a día sin cables. Y si querés algo más picante para gaming sin irte a la estratósfera, el **G203 Lightsync** es un cañito con RGB y 8000 DPI. ¿Para qué uso lo necesitás?",5527,924,no,,,test_prueba_P091
P092,opinion_subjetiva,derivar_o_negar,Que opinas del MX Master para programar,"Mirá, el **Mouse Logitech MX Master 3S** está **$210.000**. Es un mouse de productividad profesional, no pensado para gaming. Tiene scroll MagSpeed (el que se acelera solo), 7 botones programables, es inalámbrico por Bluetooth y receptor USB, y recargable por USB-C. Para programar va muy bien por la ergonomía, los botones personalizables y el scroll inteligente para moverte por código largo. ¿Te interesa ese o querés ver alguna alternativa?",3789,444,no,va muy bien,,test_prueba_P092
P093,opinion_subjetiva,derivar_o_negar,Es mejor el Razer o el Logitech segun vos,"Mirá, no te puedo decir cuál es ""mejor"" porque depende de lo que estés buscando. Las dos marcas tienen productos muy buenos pero para cosas distintas. Fijate: **Razer** tenemos: - **Mouse DeathAdder V3** - $125.000 (inalámbrico, 59g, gaming profesional) - **Teclado BlackWidow V4** - $295.000 (mecánico full size, switches verdes) - **Mouse pad Goliathus Extended** - $45.000 **Logitech** tenemos: - **Mouse G203 Lightsync** - $38.000 (gaming entry, cableado) - **Mouse MX Master 3S** - $210.000 (productividad profesional) - **Mouse M170** - $12.000 (oficina) - **Teclado G915 TKL** - $485.000 (mecánico inalámbrico low profile, premium) - **Teclado K380** - $55.000 (bluetooth compacto, multi-dispositivo) - **Auriculares G Pro X** - $285.000 (gaming profesional esports) - **Joystick F310** - $55.000 - **Webcam C920 HD Pro** - $135.000 Si me decís qué tipo de producto te interesa (mouse, teclado, auriculares) y para qué uso (gaming, oficina, productividad), te puedo mostrar más detalles y comparar modelos puntuales.",5203,1023,no,,,test_prueba_P093
P094,opinion_subjetiva,derivar_o_negar,Vale la pena pagar mas por el MX Master,"Ahí está. El **Mouse Logitech MX Master 3S** sale **$210.000**. Es un mouse pensado para **productividad profesional**: inalámbrico, scroll MagSpeed (se desplaza rapidísimo), 7 botones, recargable por USB-C y funciona con múltiples dispositivos. Si lo que querés es laburar, diseñar o editar, es un caño y vale la diferencia. Si lo querés para jugar, no es la mejor opción porque no está pensado para gaming. ¿Para qué uso lo necesitás? Así te puedo mostrar alternativas si no te cierra.",5192,487,no,es la mejor,,test_prueba_P094
P095,opinion_subjetiva,derivar_o_negar,Cual silla es la mas comoda para 8 horas,"Ahí va, ahora sí con data concreta. Tenemos 3 sillas: 1. **Silla gamer Cougar Armor S** - $535.000 - Reclinación 180°, apoyabrazos 4D, cojines de memoria, soporta hasta 160kg. Recomendada para gaming profesional y sesiones largas. Es la más completa para estar 8 horas. 2. **Silla gamer Redragon Coeus** - $395.000 - Reclinación 135°, apoyabrazos 3D, viene con cojín lumbar y cervical incluidos. Recomendada para gaming y oficina prolongada. 3. **Silla oficina ergonómica ProSeat Ergo Mesh Pro** - $285.000 - De malla (más fresca), soporte lumbar incorporado, reclinación 110°. Recomendada para escritorio. La que mejor se adapta para 8 horas sentado es la **Cougar Armor S** por los cojines de memoria y la reclinación total, pero la **Redragon Coeus** también está muy bien con sus cojines lumbar y cervical a un precio más accesible. ¿Cuál te interesa que te cuente más en detalle?",4600,884,no,,,test_prueba_P095
P096,suposicion_falsa,derivar_o_negar,El monitor LG es de 4K verdad,"Te confirmo que ya revisé el catálogo y los dos monitores LG que tenemos son: - **LG 24MK430H** — Full HD (1920x1080) - **LG UltraGear 27GP850** — QHD (2560x1440) Ninguno es 4K. Si querés, busco si tenemos algún monitor 4K de otra marca, ¿dale?",1979,244,no,,,test_prueba_P096
P097,suposicion_falsa,verificar_contra_catalogo,El teclado HyperX tiene retroiluminacion RGB,"Sí, el **Teclado HyperX Alloy Origins** tiene retroiluminación **RGB por tecla**. Viene con switches HyperX Red lineales, carcasa de aluminio aeronáutico y conexión USB-C desmontable. Está $165.000 y tenemos 7 unidades en stock. Te copa?",2896,237,no,,,test_prueba_P097
P098,suposicion_falsa,verificar_contra_catalogo,El microfono FIFINE es condensador,"Ahí está la data oficial. El **FIFINE K669B** es un micrófono **condensador USB** con patrón cardioide, diseñado para streaming y podcasts. Viene con trípode incluido, control de ganancia integrado y es plug and play. Está **$68.000** y tenemos **9 unidades** en stock. ¿Te sirve o querés saber algo más?",3338,304,no,,,test_prueba_P098
P099,no_existe_marca,derivar_o_negar,Tenes algun producto Apple,"No, no tenemos productos Apple en el catálogo. Trabajamos con periféricos y tecnología gamer de otras marcas. Si querés, decime qué tipo de producto estás buscando (teclados, mouses, auriculares, monitores, etc.) y te muestro lo que tenemos.",3039,241,no,,,test_prueba_P099
P100,no_existe_producto,derivar_o_negar,Vendes routers WiFi 6E,"No, no tenemos routers WiFi 6E. Lo único que aparece en la categoría redes es el **Adaptador WiFi USB TP-Link Archer T2U Nano** (doble banda, hasta 600Mbps) a $18.000. No es un router, es un adaptador para conectarle WiFi a una PC. Si estás buscando un router, decime qué presupuesto manejás o qué características necesitás (WiFi 6, malla, etc.) y veo qué alternativas tenemos.",4031,377,no,,,test_prueba_P100
