id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra,tags,descripcion_rica,origen,contenido_caja,garantia_detalle
TEC0032,Teclado Razer Ornata V3 Blanco,teclado,111000,3,"Razer Ornata V3, color Blanco. switch red. peso 1165g. dimensiones 41.7x14.7x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Ornata V3,Blanco,Aluminio,1165,41.7x14.7x3.8 cm,24,Gaming,switch red,"blanco, gamer, gaming, keyboard, mecanico lineal, ornata, ornata v3, razer, red switch, switch red, teclado, teclas","Razer Ornata V3, color Blanco. switch red. peso 1165g. dimensiones 41.7x14.7x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0033,Teclado Razer Huntsman V3 Pro Negro,teclado,402000,16,"Razer Huntsman V3 Pro, color Negro. switch red. peso 547g. dimensiones 40.3x15.1x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Huntsman V3 Pro,Negro,Aluminio,547,40.3x15.1x3.8 cm,24,Gaming,switch red,"gamer, gaming, huntsman, huntsman v3 pro, keyboard, mecanico lineal, pro, razer, red switch, switch red, teclado, teclas","Razer Huntsman V3 Pro, color Negro. switch red. peso 547g. dimensiones 40.3x15.1x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0034,Teclado Razer Huntsman V3 Pro Blanco,teclado,402000,20,"Razer Huntsman V3 Pro, color Blanco. switch red. peso 1167g. dimensiones 41.3x14.3x3.9 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Razer,Huntsman V3 Pro,Blanco,Aluminio,1167,41.3x14.3x3.9 cm,24,Gaming,switch red,"blanco, gamer, gaming, huntsman, huntsman v3 pro, keyboard, mecanico lineal, pro, razer, red switch, switch red, teclado, teclas","Razer Huntsman V3 Pro, color Blanco. switch red. peso 1167g. dimensiones 41.3x14.3x3.9 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Razer de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Razer de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0035,Teclado HyperX Alloy Core RGB Negro,teclado,60000,10,"HyperX Alloy Core RGB, color Negro. switch red. peso 1495g. dimensiones 40.8x14.0x4.0 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",HyperX,Alloy Core RGB,Negro,Aluminio,1495,40.8x14.0x4.0 cm,24,Gaming,switch red,"alloy, alloy core rgb, core, gamer, gaming, hyperx, iluminado, keyboard, led rgb, luces, mecanico lineal, red switch, rgb, switch red, teclado, teclas","HyperX Alloy Core RGB, color Negro. switch red. peso 1495g. dimensiones 40.8x14.0x4.0 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca HyperX de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial HyperX de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0036,Teclado HyperX Alloy Core RGB Blanco,teclado,60000,0,"HyperX Alloy Core RGB, color Blanco. switch red. peso 792g. dimensiones 41.5x14.0x4.2 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",HyperX,Alloy Core RGB,Blanco,Aluminio,792,41.5x14.0x4.2 cm,24,Gaming,switch red,"alloy, alloy core rgb, blanco, core, gamer, gaming, hyperx, iluminado, keyboard, led rgb, luces, mecanico lineal, red switch, rgb, switch red, teclado, teclas","HyperX Alloy Core RGB, color Blanco. switch red. peso 792g. dimensiones 41.5x14.0x4.2 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca HyperX de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial HyperX de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0037,Teclado Redragon K617 Fizz Negro,teclado,38000,15,"Redragon K617 Fizz, color Negro. switch red. peso 587g. dimensiones 48.3x14.1x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,K617 Fizz,Negro,Aluminio,587,48.3x14.1x3.8 cm,24,Gaming,switch red,"fizz, gamer, gaming, k617, k617 fizz, keyboard, mecanico lineal, red switch, redragon, switch red, teclado, teclas","Redragon K617 Fizz, color Negro. switch red. peso 587g. dimensiones 48.3x14.1x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0038,Teclado Redragon K617 Fizz Blanco,teclado,38000,0,"Redragon K617 Fizz, color Blanco. switch red. peso 960g. dimensiones 43.6x14.9x4.4 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,K617 Fizz,Blanco,Aluminio,960,43.6x14.9x4.4 cm,24,Gaming,switch red,"blanco, fizz, gamer, gaming, k617, k617 fizz, keyboard, mecanico lineal, red switch, redragon, switch red, teclado, teclas","Redragon K617 Fizz, color Blanco. switch red. peso 960g. dimensiones 43.6x14.9x4.4 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0039,Teclado Redragon Vara K551 Negro,teclado,47500,13,"Redragon Vara K551, color Negro. switch red. peso 645g. dimensiones 47.9x13.2x4.1 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,Vara K551,Negro,Aluminio,645,47.9x13.2x4.1 cm,24,Gaming,switch red,"alto contraste, gamer, gaming, k551, keyboard, mecanico lineal, panel va, red switch, redragon, switch red, teclado, teclas, va, vara, vara k551","Redragon Vara K551, color Negro. switch red. peso 645g. dimensiones 47.9x13.2x4.1 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0040,Teclado Redragon Vara K551 Blanco,teclado,47500,24,"Redragon Vara K551, color Blanco. switch red. peso 1020g. dimensiones 48.0x13.0x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Redragon,Vara K551,Blanco,Aluminio,1020,48.0x13.0x4.3 cm,24,Gaming,switch red,"alto contraste, blanco, gamer, gaming, k551, keyboard, mecanico lineal, panel va, red switch, redragon, switch red, teclado, teclas, va, vara, vara k551","Redragon Vara K551, color Blanco. switch red. peso 1020g. dimensiones 48.0x13.0x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Redragon de China. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Redragon de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0041,Teclado Corsair K55 RGB Pro Negro,teclado,108500,4,"Corsair K55 RGB Pro, color Negro. switch red. peso 525g. dimensiones 41.6x15.1x4.0 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Corsair,K55 RGB Pro,Negro,Aluminio,525,41.6x15.1x4.0 cm,24,Gaming,switch red,"corsair, gamer, gaming, iluminado, k55, k55 rgb pro, keyboard, led rgb, luces, mecanico lineal, pro, red switch, rgb, switch red, teclado, teclas","Corsair K55 RGB Pro, color Negro. switch red. peso 525g. dimensiones 41.6x15.1x4.0 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Corsair de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Corsair de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0042,Teclado Corsair K55 RGB Pro Blanco,teclado,108500,0,"Corsair K55 RGB Pro, color Blanco. switch red. peso 644g. dimensiones 43.9x13.9x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Corsair,K55 RGB Pro,Blanco,Aluminio,644,43.9x13.9x3.8 cm,24,Gaming,switch red,"blanco, corsair, gamer, gaming, iluminado, k55, k55 rgb pro, keyboard, led rgb, luces, mecanico lineal, pro, red switch, rgb, switch red, teclado, teclas","Corsair K55 RGB Pro, color Blanco. switch red. peso 644g. dimensiones 43.9x13.9x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Corsair de Estados Unidos. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Corsair de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0043,Teclado Asus ROG Strix Scope II Negro,teclado,290500,13,"Asus ROG Strix Scope II, color Negro. switch red. peso 1359g. dimensiones 47.0x12.6x4.2 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Asus,ROG Strix Scope II,Negro,Aluminio,1359,47.0x12.6x4.2 cm,24,Gaming,switch red,"asus, gamer, gaming, keyboard, mecanico lineal, red switch, rog, rog strix scope ii, scope, strix, switch red, teclado, teclas","Asus ROG Strix Scope II, color Negro. switch red. peso 1359g. dimensiones 47.0x12.6x4.2 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Asus de Taiwan. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Asus de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0044,Teclado Asus ROG Strix Scope II Blanco,teclado,290500,13,"Asus ROG Strix Scope II, color Blanco. switch red. peso 796g. dimensiones 47.8x14.6x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Asus,ROG Strix Scope II,Blanco,Aluminio,796,47.8x14.6x4.3 cm,24,Gaming,switch red,"asus, blanco, gamer, gaming, keyboard, mecanico lineal, red switch, rog, rog strix scope ii, scope, strix, switch red, teclado, teclas","Asus ROG Strix Scope II, color Blanco. switch red. peso 796g. dimensiones 47.8x14.6x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Asus de Taiwan. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Asus de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0045,Teclado Keychron V3 Negro,teclado,162500,3,"Keychron V3, color Negro. switch red. peso 938g. dimensiones 48.4x14.2x3.9 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Keychron,V3,Negro,Aluminio,938,48.4x14.2x3.9 cm,24,Gaming,switch red,"gamer, gaming, keyboard, keychron, mecanico lineal, red switch, switch red, teclado, teclas, v3","Keychron V3, color Negro. switch red. peso 938g. dimensiones 48.4x14.2x3.9 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Keychron de China. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Keychron de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0046,Teclado Keychron V3 Blanco,teclado,162500,25,"Keychron V3, color Blanco. switch red. peso 792g. dimensiones 40.0x12.9x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Keychron,V3,Blanco,Aluminio,792,40.0x12.9x4.3 cm,24,Gaming,switch red,"blanco, gamer, gaming, keyboard, keychron, mecanico lineal, red switch, switch red, teclado, teclas, v3","Keychron V3, color Blanco. switch red. peso 792g. dimensiones 40.0x12.9x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Keychron de China. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Keychron de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0047,Teclado Genius Slimstar 130 Negro,teclado,16500,5,"Genius Slimstar 130, color Negro. switch red. peso 882g. dimensiones 41.9x14.0x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Genius,Slimstar 130,Negro,Aluminio,882,41.9x14.0x3.8 cm,24,Gaming,switch red,"130, gamer, gaming, genius, keyboard, mecanico lineal, red switch, slimstar, slimstar 130, switch red, teclado, teclas","Genius Slimstar 130, color Negro. switch red. peso 882g. dimensiones 41.9x14.0x3.8 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Genius de Taiwan. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Genius de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
TEC0048,Teclado Genius Slimstar 130 Blanco,teclado,16500,14,"Genius Slimstar 130, color Blanco. switch red. peso 1463g. dimensiones 46.7x14.4x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Genius,Slimstar 130,Blanco,Aluminio,1463,46.7x14.4x4.3 cm,24,Gaming,switch red,"130, blanco, gamer, gaming, genius, keyboard, mecanico lineal, red switch, slimstar, slimstar 130, switch red, teclado, teclas","Genius Slimstar 130, color Blanco. switch red. peso 1463g. dimensiones 46.7x14.4x4.3 cm. Material Aluminio. Garantia oficial 24 meses. Ideal para Gaming.",Marca Genius de Taiwan. Fabricado en China.,"Teclado, cable o receptor segun version, extractor de teclas segun modelo, manual de garantia","Garantia oficial Genius de 24 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0001,Monitor LG 24MK430H,monitor,167500,7,"Monitor LG 24MK430H, color Negro. IPS Full HD 75Hz. peso 4135g. dimensiones 56.4x44.0x21.8 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",LG,24MK430H,Negro,Plastico y metal,4135,56.4x44.0x21.8 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 24mk430h, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, lg, monitor, panel ips, pantalla, screen","Monitor LG 24MK430H, color Negro. IPS Full HD 75Hz. peso 4135g. dimensiones 56.4x44.0x21.8 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca LG de Corea del Sur. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial LG de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0002,Monitor LG 27GP850 UltraGear,monitor,594000,10,"Monitor LG 27GP850 UltraGear, color Negro. IPS Full HD 75Hz. peso 6398g. dimensiones 67.1x42.4x20.6 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",LG,27GP850 UltraGear,Negro,Plastico y metal,6398,67.1x42.4x20.6 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 27gp850, 27gp850 ultragear, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, lg, monitor, panel ips, pantalla, screen, ultragear","Monitor LG 27GP850 UltraGear, color Negro. IPS Full HD 75Hz. peso 6398g. dimensiones 67.1x42.4x20.6 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca LG de Corea del Sur. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial LG de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0003,Monitor LG 32GN600,monitor,417500,10,"Monitor LG 32GN600, color Negro. IPS Full HD 75Hz. peso 4955g. dimensiones 65.0x43.3x21.6 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",LG,32GN600,Negro,Plastico y metal,4955,65.0x43.3x21.6 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 32gn600, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, lg, monitor, panel ips, pantalla, screen","Monitor LG 32GN600, color Negro. IPS Full HD 75Hz. peso 4955g. dimensiones 65.0x43.3x21.6 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca LG de Corea del Sur. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial LG de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0004,Monitor Samsung Odyssey G5 32,monitor,480000,18,"Monitor Samsung Odyssey G5 32, color Negro. IPS Full HD 75Hz. peso 7100g. dimensiones 57.3x43.2x20.1 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Samsung,Odyssey G5 32,Negro,Plastico y metal,7100,57.3x43.2x20.1 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, odyssey, odyssey g5 32, panel ips, pantalla, samsung, screen","Monitor Samsung Odyssey G5 32, color Negro. IPS Full HD 75Hz. peso 7100g. dimensiones 57.3x43.2x20.1 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca Samsung de Corea del Sur. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial Samsung de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0005,Monitor Samsung Odyssey G3 24,monitor,226000,16,"Monitor Samsung Odyssey G3 24, color Negro. IPS Full HD 75Hz. peso 6501g. dimensiones 61.4x40.6x23.1 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Samsung,Odyssey G3 24,Negro,Plastico y metal,6501,61.4x40.6x23.1 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, odyssey, odyssey g3 24, panel ips, pantalla, samsung, screen","Monitor Samsung Odyssey G3 24, color Negro. IPS Full HD 75Hz. peso 6501g. dimensiones 61.4x40.6x23.1 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca Samsung de Corea del Sur. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial Samsung de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0006,Monitor Samsung T35F 24,monitor,151000,7,"Monitor Samsung T35F 24, color Negro. IPS Full HD 75Hz. peso 6017g. dimensiones 58.0x42.5x21.2 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Samsung,T35F 24,Negro,Plastico y metal,6017,58.0x42.5x21.2 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, panel ips, pantalla, samsung, screen, t35f, t35f 24","Monitor Samsung T35F 24, color Negro. IPS Full HD 75Hz. peso 6017g. dimensiones 58.0x42.5x21.2 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca Samsung de Corea del Sur. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial Samsung de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0007,Monitor AOC 27G2,monitor,291000,19,"Monitor AOC 27G2, color Negro. IPS Full HD 75Hz. peso 7293g. dimensiones 56.0x45.1x21.5 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",AOC,27G2,Negro,Plastico y metal,7293,56.0x45.1x21.5 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 27g2, 75 hz, 75hz, aoc, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, panel ips, pantalla, screen","Monitor AOC 27G2, color Negro. IPS Full HD 75Hz. peso 7293g. dimensiones 56.0x45.1x21.5 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca AOC de Taiwan. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial AOC de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0008,Monitor AOC 24G2,monitor,230500,9,"Monitor AOC 24G2, color Negro. IPS Full HD 75Hz. peso 4031g. dimensiones 56.6x40.1x24.1 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",AOC,24G2,Negro,Plastico y metal,4031,56.6x40.1x24.1 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 24g2, 75 hz, 75hz, aoc, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, panel ips, pantalla, screen","Monitor AOC 24G2, color Negro. IPS Full HD 75Hz. peso 4031g. dimensiones 56.6x40.1x24.1 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca AOC de Taiwan. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial AOC de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0009,Monitor Gigabyte M27Q,monitor,524500,17,"Monitor Gigabyte M27Q, color Negro. IPS Full HD 75Hz. peso 5035g. dimensiones 66.5x39.6x21.0 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Gigabyte,M27Q,Negro,Plastico y metal,5035,66.5x39.6x21.0 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, gigabyte, ips, m27q, monitor, panel ips, pantalla, screen","Monitor Gigabyte M27Q, color Negro. IPS Full HD 75Hz. peso 5035g. dimensiones 66.5x39.6x21.0 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca Gigabyte de Taiwan. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial Gigabyte de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0010,Monitor Philips 242V8A,monitor,174500,21,"Monitor Philips 242V8A, color Negro. IPS Full HD 75Hz. peso 3178g. dimensiones 67.6x44.9x23.6 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Philips,242V8A,Negro,Plastico y metal,3178,67.6x44.9x23.6 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 242v8a, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, panel ips, pantalla, philips, screen","Monitor Philips 242V8A, color Negro. IPS Full HD 75Hz. peso 3178g. dimensiones 67.6x44.9x23.6 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca Philips de Paises Bajos. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial Philips de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0011,Monitor ViewSonic VX2718,monitor,238500,14,"Monitor ViewSonic VX2718, color Negro. IPS Full HD 75Hz. peso 3001g. dimensiones 66.9x41.8x22.4 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",ViewSonic,VX2718,Negro,Plastico y metal,3001,66.9x41.8x22.4 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 75 hz, 75hz, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, panel ips, pantalla, screen, viewsonic, vx2718","Monitor ViewSonic VX2718, color Negro. IPS Full HD 75Hz. peso 3001g. dimensiones 66.9x41.8x22.4 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca ViewSonic de Estados Unidos. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial ViewSonic de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
MON0012,Monitor Asus TUF VG249Q1A,monitor,280500,17,"Monitor Asus TUF VG249Q1A, color Negro. IPS Full HD 75Hz. peso 4264g. dimensiones 67.9x39.9x20.3 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Asus,TUF VG249Q1A,Negro,Plastico y metal,4264,67.9x39.9x20.3 cm,36,Gaming,IPS Full HD 75Hz,"1080p, 1920x1080, 75 hz, 75hz, asus, colores precisos, display, fhd, full hd, gamer, gaming, ips, monitor, panel ips, pantalla, screen, tuf, tuf vg249q1a, vg249q1a","Monitor Asus TUF VG249Q1A, color Negro. IPS Full HD 75Hz. peso 4264g. dimensiones 67.9x39.9x20.3 cm. Estructura en Plastico y metal. Garantia oficial 36 meses. Recomendado para Gaming.",Marca Asus de Taiwan. Fabricado en China.,"Monitor, base ajustable, fuente o cable de poder, cable de video, manual","Garantia oficial Asus de 36 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
