marca,modelo,categoria,conecta_por,plataformas,requiere,provee,no_compatible,nota
Epson,EcoTank L3560,impresora,puerto_usb_a|wifi,windows|macos|linux|notebook|pc_escritorio|android|ios,puerto_usb_a|wifi,,,Se conecta por WiFi o por cable USB. Con WiFi imprimis tambien desde el celular con la app de la marca.
Epson,EcoTank L4260,impresora,puerto_usb_a|wifi,windows|macos|linux|notebook|pc_escritorio|android|ios,puerto_usb_a|wifi,,,Se conecta por WiFi o por cable USB. Con WiFi imprimis tambien desde el celular con la app de la marca.
Epson,EcoTank L5590,impresora,puerto_usb_a|wifi,windows|macos|linux|notebook|pc_escritorio|android|ios,puerto_usb_a|wifi,,,Se conecta por WiFi o por cable USB. Con WiFi imprimis tambien desde el celular con la app de la marca.
HP,DeskJet 2775,impresora,puerto_usb_a|wifi,windows|macos|linux|notebook|pc_escritorio|android|ios,puerto_usb_a|wifi,,,Se conecta por WiFi o por cable USB. Con WiFi imprimis tambien desde el celular con la app de la marca.
HP,Smart Tank 580,impresora,puerto_usb_a|wifi,windows|macos|linux|notebook|pc_escritorio|android|ios,puerto_usb_a|wifi,,,Se conecta por WiFi o por cable USB. Con WiFi imprimis tambien desde el celular con la app de la marca.
HP,Smart Tank 720,impresora,puerto_usb_a|wifi,windows|macos|linux|notebook|pc_escritorio|android|ios,puerto_usb_a|wifi,,,Se conecta por WiFi o por cable USB. Con WiFi imprimis tambien desde el celular con la app de la marca.
ADATA,XPG Lancer DDR5 5200 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
ADATA,XPG Lancer DDR5 5200 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
ADATA,XPG Lancer DDR5 5200 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
ADATA,XPG Spectrix DDR4 3600 16GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
ADATA,XPG Spectrix DDR4 3600 32GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
ADATA,XPG Spectrix DDR4 3600 8GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Corsair,Dominator DDR5 6200 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Dominator DDR5 6200 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Dominator DDR5 6200 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Vengeance DDR5 6000 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Vengeance DDR5 6000 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Vengeance DDR5 6000 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Vengeance LPX DDR4 3600 16GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Corsair,Vengeance LPX DDR4 3600 32GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Corsair,Vengeance LPX DDR4 3600 8GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Corsair,Vengeance RGB DDR5 6000 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Vengeance RGB DDR5 6000 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Corsair,Vengeance RGB DDR5 6000 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Crucial,Pro DDR5 5600 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Crucial,Pro DDR5 5600 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Crucial,Pro DDR5 5600 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
G.Skill,Flare X5 DDR5 6000 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
G.Skill,Flare X5 DDR5 6000 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
G.Skill,Flare X5 DDR5 6000 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
G.Skill,Ripjaws V DDR4 3200 16GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
G.Skill,Ripjaws V DDR4 3200 32GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
G.Skill,Ripjaws V DDR4 3200 8GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
G.Skill,Trident Z5 DDR5 6000 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
G.Skill,Trident Z5 DDR5 6000 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
G.Skill,Trident Z5 DDR5 6000 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Kingston,Fury Beast DDR4 3200 16GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Kingston,Fury Beast DDR4 3200 32GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Kingston,Fury Beast DDR4 3200 8GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Kingston,Fury Beast DDR5 5600 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Kingston,Fury Beast DDR5 5600 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Kingston,Fury Beast DDR5 5600 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Kingston,Fury Renegade DDR5 6400 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Kingston,Fury Renegade DDR5 6400 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Kingston,Fury Renegade DDR5 6400 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Patriot,Viper DDR4 3200 16GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Patriot,Viper DDR4 3200 32GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Patriot,Viper DDR4 3200 8GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Patriot,Viper Steel DDR4 3600 16GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Patriot,Viper Steel DDR4 3600 32GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
Patriot,Viper Steel DDR4 3600 8GB,memoria ram,ranura_ddr4,pc_escritorio,ranura_ddr4,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR4. En una notebook NO entra, y en una placa DDR5 tampoco: el zocalo es distinto."
TeamGroup,T-Force Delta RGB DDR5 16GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
TeamGroup,T-Force Delta RGB DDR5 32GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
TeamGroup,T-Force Delta RGB DDR5 8GB,memoria ram,ranura_ddr5,pc_escritorio,ranura_ddr5,,notebook|macos,"Modulo de escritorio: entra solo en placas con ranura DDR5. En una notebook NO entra, y en una placa DDR4 tampoco: el zocalo es distinto."
Blue,Yeti,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
Blue,Yeti Nano,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
FIFINE,AmpliGame A6T,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
FIFINE,K669B,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
FIFINE,T669,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
HyperX,QuadCast S,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
HyperX,SoloCast,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
Razer,Seiren Mini,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
Razer,Seiren V3 Mini,microfono,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
Rode,NT-USB Mini,microfono,puerto_usb_c,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
Rode,NT-USB+,microfono,puerto_usb_c,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
Shure,MV7,microfono,puerto_usb_c,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|puerto_usb_c,,,USB plug and play: se enchufa y la compu lo reconoce sin instalar nada.
AOC,24B2XH,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
AOC,24G2,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
AOC,27G2,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Asus,ProArt PA248QV,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Asus,TUF VG249Q1A,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Asus,TUF VG279Q1A,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Dell,S2421HN,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Gigabyte,G24F 2,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Gigabyte,M27Q,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
LG,24MK430H,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
LG,27GP850 UltraGear,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
LG,29WP60G UltraWide,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
LG,32GN600,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
LG,34WP65C Curvo,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
MSI,G274F,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Philips,242V8A,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Philips,271E1,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Samsung,Odyssey G3 24,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Samsung,Odyssey G5 32,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Samsung,Odyssey G9 49,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Samsung,T35F 24,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
Samsung,ViewFinity S6,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
ViewSonic,VA2406,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
ViewSonic,VX2718,monitor,hdmi|displayport,windows|macos|linux|notebook|pc_escritorio|ps5|ps4|xbox|nintendo_switch,hdmi|displayport,,,Se conecta por HDMI o DisplayPort: sirve con la compu y tambien con la consola.
ASRock,B450M Steel Legend,motherboard,socket_am4,pc_escritorio,formato_micro_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
ASRock,B650M-HDV/M.2,motherboard,socket_am5,pc_escritorio,formato_micro_atx|fuente_atx,socket_am5|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Asus,Prime B550M-A,motherboard,socket_am4,pc_escritorio,formato_micro_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Asus,Prime B650-Plus,motherboard,socket_am5,pc_escritorio,formato_atx|fuente_atx,socket_am5|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Asus,ROG Strix B550-F,motherboard,socket_am4,pc_escritorio,formato_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Asus,TUF B650-Plus WiFi,motherboard,socket_am5,pc_escritorio,formato_atx|fuente_atx,socket_am5|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Asus,TUF B760-Plus WiFi,motherboard,socket_lga1700,pc_escritorio,formato_atx|fuente_atx,socket_lga1700|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Gigabyte,A520M K,motherboard,socket_am4,pc_escritorio,formato_micro_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Gigabyte,B550M DS3H,motherboard,socket_am4,pc_escritorio,formato_micro_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Gigabyte,B650 Gaming X AX,motherboard,socket_am5,pc_escritorio,formato_atx|fuente_atx,socket_am5|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Gigabyte,B760M DS3H,motherboard,socket_lga1700,pc_escritorio,formato_micro_atx|fuente_atx,socket_lga1700|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
MSI,B550 Tomahawk,motherboard,socket_am4,pc_escritorio,formato_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
MSI,MAG B650 Tomahawk WiFi,motherboard,socket_am5,pc_escritorio,formato_atx|fuente_atx,socket_am5|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
MSI,PRO B550M-VC,motherboard,socket_am4,pc_escritorio,formato_micro_atx|fuente_atx,socket_am4|ranura_ddr4|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
MSI,PRO B760M-A WiFi,motherboard,socket_lga1700,pc_escritorio,formato_micro_atx|fuente_atx,socket_lga1700|ranura_ddr5|ranura_m2_nvme|conector_sata|pcie_x16,notebook|macos,Acepta procesadores de ese zocalo y memorias de ese tipo. Tiene ranura M.2 para SSD y ranura PCIe para la placa de video.
Genius,DX-110,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Genius,NX-7000,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Glorious,Model O,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
HyperX,Pulsefire Core,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
HyperX,Pulsefire Haste 2,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Logitech,G Pro Wireless,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Logitech,G Pro X Superlight,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Logitech,G203 Lightsync,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Logitech,G305 Lightspeed,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Logitech,G502 Hero,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Logitech,G502 X,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Logitech,G600 MMO,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
