id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra
NOT0024,Notebook Asus Pro 6538,notebook,1687500,20,"notebook Asus 1TB SSD Core i5, color azul. Ideal para oficina.",Asus,Pro 6538,Azul,Aluminio,7552,33x25x30 cm,36,Gaming,"1TB SSD, Core i5"
TAB0024,Tablet Lenovo Ultra 8155,tablet,643000,7,"tablet Lenovo WiFi 128GB, color plata. Ideal para streaming.",Lenovo,Ultra 8155,Plata,Aluminio,2187,37x9x13 cm,36,Estudio,"WiFi, 128GB"
PEN0024,Pendrive SanDisk Gamer 548,pendrive,60000,0,"pendrive SanDisk 64GB USB 3.2, color negro. Ideal para oficina.",SanDisk,Gamer 548,Negro,Metal,5197,24x25x20 cm,6,Gaming,"64GB, USB 3.2"
ROU0024,Router TP-Link Lite 8560,router,113500,29,"router TP-Link 4 antenas mesh, color gris. Ideal para streaming.",TP-Link,Lite 8560,Gris,Plastico,1143,21x16x23 cm,24,Profesional,"4 antenas, mesh"
IMP0024,Impresora Epson Ultra 6891,impresora,545500,37,"impresora Epson wifi laser, color rojo. Ideal para gaming.",Epson,Ultra 6891,Rojo,Plastico,7612,40x19x4 cm,36,Oficina,"wifi, laser"
CAR0024,Cargador Baseus Go 2864,cargador,47500,17,"cargador Baseus GaN 2 puertos, color negro. Ideal para profesional.",Baseus,Go 2864,Negro,Plastico,1443,41x12x2 cm,36,Hogar,"GaN, 2 puertos"
MOU0025,Mouse Microsoft Gamer 2041,mouse,213000,18,"mouse Microsoft con cable 16000 DPI, color rosa. Ideal para hogar.",Microsoft,Gamer 2041,Rosa,Plastico ABS,3179,13x32x29 cm,12,Estudio,"con cable, 16000 DPI"
TEC0025,Teclado Razer Plus 3202,teclado,427500,0,"teclado Razer RGB layout español, color grafito. Ideal para profesional.",Razer,Plus 3202,Grafito,Aluminio,1979,44x33x9 cm,24,Estudio,"RGB, layout español"
MON0025,Monitor ViewSonic Air 7606,monitor,289500,21,"monitor ViewSonic IPS 165Hz, color blanco. Ideal para hogar.",ViewSonic,Air 7606,Blanco,Plastico y metal,5676,18x29x24 cm,36,Streaming,"IPS, 165Hz"
AUR0025,Auriculares JBL Plus 1296,auriculares,199500,16,"auriculares JBL inalambrico almohadillas, color blanco. Ideal para profesional.",JBL,Plus 1296,Blanco,Plastico y cuero sintetico,5017,47x7x2 cm,24,Estudio,"inalambrico, almohadillas"
SIL0025,Silla Noblechairs S 5056,silla,308500,0,"silla Noblechairs ecocuero reclinable, color grafito. Ideal para oficina.",Noblechairs,S 5056,Grafito,Ecocuero y metal,2182,15x37x17 cm,24,Hogar,"ecocuero, reclinable"
WEB0025,Webcam Razer Ultra 5298,webcam,65500,0,"webcam Razer 2K autofoco, color grafito. Ideal para oficina.",Razer,Ultra 5298,Grafito,Plastico,4139,60x22x25 cm,24,Hogar,"2K, autofoco"
MIC0025,Microfono Razer Plus 4421,microfono,200500,32,"microfono Razer para streaming USB, color rojo. Ideal para oficina.",Razer,Plus 4421,Rojo,Metal,4602,59x33x3 cm,12,Oficina,"para streaming, USB"
PAR0025,Parlante Logitech Lite 3100,parlante,105500,30,"parlante Logitech RGB 2.1, color negro. Ideal para hogar.",Logitech,Lite 3100,Negro,Madera y plastico,384,33x27x24 cm,36,Hogar,"RGB, 2.1"
SSD0025,Ssd Crucial Ultra 2525,ssd,132000,19,"ssd Crucial 2TB NVMe, color blanco. Ideal para oficina.",Crucial,Ultra 2525,Blanco,Metal,6193,37x22x20 cm,12,Estudio,"2TB, NVMe"
RAM0025,Ram Kingston Series 9451,ram,84500,32,"ram Kingston 6000MHz DDR4, color gris. Ideal para profesional.",Kingston,Series 9451,Gris,PCB,262,23x12x14 cm,24,Estudio,"6000MHz, DDR4"
GPU0025,Placa de video ASUS X 2619,placa de video,3318500,31,"placa de video ASUS RTX 4060 RX 7600, color negro. Ideal para profesional.",ASUS,X 2619,Negro,Metal y plastico,4917,47x5x12 cm,6,Streaming,"RTX 4060, RX 7600"
FUE0025,Fuente Thermaltake X 9425,fuente,193500,21,"fuente Thermaltake 750W 650W, color gris. Ideal para streaming.",Thermaltake,X 9425,Gris,Metal,629,40x29x4 cm,36,Profesional,"750W, 650W"
GAB0025,Gabinete NZXT Lite 6635,gabinete,145500,25,"gabinete NZXT ATX Micro ATX, color blanco. Ideal para profesional.",NZXT,Lite 6635,Blanco,Acero y vidrio,5351,53x14x5 cm,24,Hogar,"ATX, Micro ATX"
CPU0025,Procesador AMD Go 5180,procesador,351500,24,"procesador AMD 8 nucleos LGA1700, color gris. Ideal para hogar.",AMD,Go 5180,Gris,Silicio,3699,29x35x10 cm,36,Gaming,"8 nucleos, LGA1700"
MBO0025,Motherboard ASRock X 3153,motherboard,217500,3,"motherboard ASRock ATX DDR5, color grafito. Ideal para hogar.",ASRock,X 3153,Grafito,PCB,5591,19x14x17 cm,6,Profesional,"ATX, DDR5"
COO0025,Cooler Noctua S 1397,cooler,58500,20,"cooler Noctua liquida 360mm liquida 240mm, color plata. Ideal para estudio.",Noctua,S 1397,Plata,Aluminio y cobre,3553,23x8x19 cm,6,Gaming,"liquida 360mm, liquida 240mm"
NOT0025,Notebook Acer Ultra 8466,notebook,2649000,37,"notebook Acer 14 pulgadas Core i5, color grafito. Ideal para profesional.",Acer,Ultra 8466,Grafito,Aluminio,2137,42x10x26 cm,6,Gaming,"14 pulgadas, Core i5"
TAB0025,Tablet Lenovo Max 3085,tablet,636500,20,"tablet Lenovo 10 pulgadas con lapiz, color grafito. Ideal para streaming.",Lenovo,Max 3085,Grafito,Aluminio,3777,53x33x21 cm,24,Profesional,"10 pulgadas, con lapiz"
PEN0025,Pendrive Kingston Lite 3132,pendrive,52000,7,"pendrive Kingston metalico 128GB, color blanco. Ideal para gaming.",Kingston,Lite 3132,Blanco,Metal,97,30x12x2 cm,12,Streaming,"metalico, 128GB"
ROU0025,Router Mercusys Gamer 6737,router,133500,0,"router Mercusys AX1800 4 antenas, color plata. Ideal para oficina.",Mercusys,Gamer 6737,Plata,Plastico,163,17x12x28 cm,6,Streaming,"AX1800, 4 antenas"
IMP0025,Impresora Epson Pro 3528,impresora,607000,35,"impresora Epson wifi color, color plata. Ideal para profesional.",Epson,Pro 3528,Plata,Plastico,6355,34x14x17 cm,36,Gaming,"wifi, color"
CAR0025,Cargador Anker Max 2597,cargador,9500,29,"cargador Anker GaN 2 puertos, color plata. Ideal para oficina.",Anker,Max 2597,Plata,Plastico,2465,41x30x3 cm,24,Gaming,"GaN, 2 puertos"
MOU0026,Mouse Logitech Air 7174,mouse,17500,32,"mouse Logitech 8000 DPI ergonomico, color grafito. Ideal para estudio.",Logitech,Air 7174,Grafito,Plastico ABS,4891,51x36x9 cm,6,Estudio,"8000 DPI, ergonomico"
TEC0026,Teclado Logitech S 9543,teclado,152500,27,"teclado Logitech full size membrana, color rojo. Ideal para gaming.",Logitech,S 9543,Rojo,Aluminio,4103,44x27x16 cm,36,Gaming,"full size, membrana"
MON0026,Monitor LG Plus 3249,monitor,393500,33,"monitor LG 75Hz 165Hz, color plata. Ideal para streaming.",LG,Plus 3249,Plata,Plastico y metal,2828,43x34x6 cm,24,Streaming,"75Hz, 165Hz"
AUR0026,Auriculares Redragon S 6929,auriculares,110000,40,"auriculares Redragon almohadillas surround 7.1, color rojo. Ideal para streaming.",Redragon,S 6929,Rojo,Plastico y cuero sintetico,6187,10x35x6 cm,12,Oficina,"almohadillas, surround 7.1"
SIL0026,Silla Cougar One 8163,silla,687500,20,"silla Cougar soporte lumbar apoyabrazos 4D, color blanco. Ideal para estudio.",Cougar,One 8163,Blanco,Ecocuero y metal,435,6x27x30 cm,24,Profesional,"soporte lumbar, apoyabrazos 4D"
WEB0026,Webcam Razer Max 8348,webcam,148000,8,"webcam Razer Full HD 1080p autofoco, color negro. Ideal para gaming.",Razer,Max 8348,Negro,Plastico,4653,19x36x10 cm,24,Profesional,"Full HD 1080p, autofoco"
MIC0026,Microfono HyperX Series 4482,microfono,89500,4,"microfono HyperX filtro pop brazo, color gris. Ideal para hogar.",HyperX,Series 4482,Gris,Metal,6595,34x12x5 cm,6,Estudio,"filtro pop, brazo"
PAR0026,Parlante Logitech Series 1827,parlante,127500,24,"parlante Logitech subwoofer bluetooth, color gris. Ideal para profesional.",Logitech,Series 1827,Gris,Madera y plastico,5851,33x37x17 cm,6,Oficina,"subwoofer, bluetooth"
SSD0026,Ssd Western Digital X 2357,ssd,243000,1,"ssd Western Digital 500GB 7000MB/s, color blanco. Ideal para hogar.",Western Digital,X 2357,Blanco,Metal,2846,23x37x7 cm,6,Profesional,"500GB, 7000MB/s"
RAM0026,Ram ADATA Go 6899,ram,217500,34,"ram ADATA 16GB DDR5, color rojo. Ideal para oficina.",ADATA,Go 6899,Rojo,PCB,1180,56x32x15 cm,36,Hogar,"16GB, DDR5"
GPU0026,Placa de video MSI Pro 7351,placa de video,3360000,34,"placa de video MSI ray tracing RTX 4060, color gris. Ideal para gaming.",MSI,Pro 7351,Gris,Metal y plastico,2821,25x30x26 cm,12,Hogar,"ray tracing, RTX 4060"
FUE0026,Fuente Corsair S 707,fuente,317500,19,"fuente Corsair 80 Plus Gold 650W, color gris. Ideal para streaming.",Corsair,S 707,Gris,Metal,5790,40x24x25 cm,24,Profesional,"80 Plus Gold, 650W"
GAB0026,Gabinete Cooler Master Plus 8747,gabinete,294000,14,"gabinete Cooler Master buena ventilacion RGB, color gris. Ideal para estudio.",Cooler Master,Plus 8747,Gris,Acero y vidrio,6508,44x33x24 cm,24,Streaming,"buena ventilacion, RGB"
CPU0026,Procesador AMD Lite 5040,procesador,851500,25,"procesador AMD Core i5 6 nucleos, color blanco. Ideal para streaming.",AMD,Lite 5040,Blanco,Silicio,7257,13x38x19 cm,24,Oficina,"Core i5, 6 nucleos"
MBO0026,Motherboard ASUS Series 9140,motherboard,786500,0,"motherboard ASUS WiFi X670, color azul. Ideal para estudio.",ASUS,Series 9140,Azul,PCB,4903,21x20x28 cm,24,Streaming,"WiFi, X670"
COO0026,Cooler Noctua Series 1909,cooler,189500,33,"cooler Noctua liquida 360mm silencioso, color negro. Ideal para gaming.",Noctua,Series 1909,Negro,Aluminio y cobre,6247,46x12x16 cm,24,Estudio,"liquida 360mm, silencioso"
NOT0026,Notebook Lenovo Gamer 5653,notebook,1955000,19,"notebook Lenovo 512GB SSD 16GB RAM, color rosa. Ideal para streaming.",Lenovo,Gamer 5653,Rosa,Aluminio,4742,48x13x24 cm,36,Estudio,"512GB SSD, 16GB RAM"
TAB0026,Tablet Samsung Ultra 5471,tablet,302500,10,"tablet Samsung 128GB WiFi, color rosa. Ideal para hogar.",Samsung,Ultra 5471,Rosa,Aluminio,721,10x8x15 cm,12,Hogar,"128GB, WiFi"
PEN0026,Pendrive Kingston Gamer 1379,pendrive,46500,36,"pendrive Kingston metalico USB 3.2, color rojo. Ideal para hogar.",Kingston,Gamer 1379,Rojo,Metal,7193,21x36x22 cm,36,Hogar,"metalico, USB 3.2"
ROU0026,Router Tenda Gamer 6930,router,157000,30,"router Tenda doble banda 4 antenas, color gris. Ideal para streaming.",Tenda,Gamer 6930,Gris,Plastico,4254,60x38x5 cm,12,Hogar,"doble banda, 4 antenas"
IMP0026,Impresora HP Pro 2669,impresora,265500,8,"impresora HP multifuncion laser, color rojo. Ideal para profesional.",HP,Pro 2669,Rojo,Plastico,379,38x14x5 cm,24,Profesional,"multifuncion, laser"
CAR0026,Cargador Baseus Plus 4916,cargador,17500,38,"cargador Baseus USB-C carga rapida, color plata. Ideal para profesional.",Baseus,Plus 4916,Plata,Plastico,7333,23x18x7 cm,36,Gaming,"USB-C, carga rapida"
MOU0027,Mouse Logitech Series 5812,mouse,134000,37,"mouse Logitech sensor optico 6 botones programables, color blanco. Ideal para hogar.",Logitech,Series 5812,Blanco,Plastico ABS,7425,26x29x17 cm,12,Oficina,"sensor optico, 6 botones programables"
TEC0027,Teclado Genius Air 7651,teclado,466000,0,"teclado Genius compacto RGB, color plata. Ideal para estudio.",Genius,Air 7651,Plata,Aluminio,5493,44x31x14 cm,12,Hogar,"compacto, RGB"
MON0027,Monitor AOC Series 850,monitor,827500,6,"monitor AOC FreeSync 4K, color plata. Ideal para streaming.",AOC,Series 850,Plata,Plastico y metal,253,41x24x19 cm,6,Streaming,"FreeSync, 4K"
AUR0027,Auriculares JBL Ultra 3252,auriculares,274500,33,"auriculares JBL gamer surround 7.1, color negro. Ideal para gaming.",JBL,Ultra 3252,Negro,Plastico y cuero sintetico,5442,39x16x2 cm,24,Oficina,"gamer, surround 7.1"
SIL0027,Silla Cougar Go 9595,silla,506000,26,"silla Cougar gamer malla, color plata. Ideal para hogar.",Cougar,Go 9595,Plata,Ecocuero y metal,7111,6x26x15 cm,12,Hogar,"gamer, malla"
WEB0027,Webcam Logitech Series 5299,webcam,65000,7,"webcam Logitech autofoco Full HD 1080p, color grafito. Ideal para profesional.",Logitech,Series 5299,Grafito,Plastico,1229,16x21x26 cm,6,Oficina,"autofoco, Full HD 1080p"
MIC0027,Microfono Razer S 2872,microfono,130000,2,"microfono Razer brazo cardioide, color negro. Ideal para profesional.",Razer,S 2872,Negro,Metal,3244,11x25x6 cm,36,Profesional,"brazo, cardioide"
PAR0027,Parlante Edifier S 2081,parlante,333000,38,"parlante Edifier 2.0 subwoofer, color negro. Ideal para estudio.",Edifier,S 2081,Negro,Madera y plastico,6213,37x29x5 cm,24,Gaming,"2.0, subwoofer"
SSD0027,Ssd Western Digital Gamer 9162,ssd,40000,27,"ssd Western Digital SATA 500GB, color grafito. Ideal para gaming.",Western Digital,Gamer 9162,Grafito,Metal,2254,40x11x9 cm,12,Profesional,"SATA, 500GB"
RAM0027,Ram G.Skill Gamer 1474,ram,161500,11,"ram G.Skill 8GB RGB, color rosa. Ideal para estudio.",G.Skill,Gamer 1474,Rosa,PCB,7853,32x40x16 cm,6,Gaming,"8GB, RGB"
GPU0027,Placa de video Zotac One 4839,placa de video,2372500,18,"placa de video Zotac RTX 4060 ray tracing, color gris. Ideal para streaming.",Zotac,One 4839,Gris,Metal y plastico,3164,27x18x20 cm,24,Gaming,"RTX 4060, ray tracing"
FUE0027,Fuente EVGA Go 8850,fuente,252500,8,"fuente EVGA 850W 650W, color blanco. Ideal para streaming.",EVGA,Go 8850,Blanco,Metal,4608,22x32x8 cm,24,Streaming,"850W, 650W"
GAB0027,Gabinete Thermaltake Air 4382,gabinete,407000,21,"gabinete Thermaltake vidrio templado Micro ATX, color plata. Ideal para hogar.",Thermaltake,Air 4382,Plata,Acero y vidrio,7906,43x26x2 cm,12,Streaming,"vidrio templado, Micro ATX"
CPU0027,Procesador Intel One 7907,procesador,514000,27,"procesador Intel Core i5 8 nucleos, color negro. Ideal para streaming.",Intel,One 7907,Negro,Silicio,5811,36x30x19 cm,6,Streaming,"Core i5, 8 nucleos"
MBO0027,Motherboard ASUS Series 607,motherboard,490000,25,"motherboard ASUS ATX B650, color plata. Ideal para profesional.",ASUS,Series 607,Plata,PCB,3218,16x5x5 cm,36,Profesional,"ATX, B650"
COO0027,Cooler Cooler Master Gamer 253,cooler,203500,23,"cooler Cooler Master aire liquida 360mm, color rosa. Ideal para estudio.",Cooler Master,Gamer 253,Rosa,Aluminio y cobre,5171,24x19x9 cm,36,Profesional,"aire, liquida 360mm"
NOT0027,Notebook Lenovo Plus 8174,notebook,3378000,26,"notebook Lenovo Core i5 Ryzen 7, color rosa. Ideal para profesional.",Lenovo,Plus 8174,Rosa,Aluminio,4712,37x36x7 cm,12,Streaming,"Core i5, Ryzen 7"
TAB0027,Tablet Samsung Ultra 9736,tablet,472000,37,"tablet Samsung 10 pulgadas 11 pulgadas, color gris. Ideal para estudio.",Samsung,Ultra 9736,Gris,Aluminio,6021,55x22x8 cm,6,Streaming,"10 pulgadas, 11 pulgadas"
PEN0027,Pendrive SanDisk Air 9276,pendrive,50000,4,"pendrive SanDisk 32GB USB 3.2, color plata. Ideal para profesional.",SanDisk,Air 9276,Plata,Metal,3593,59x31x10 cm,6,Streaming,"32GB, USB 3.2"
ROU0027,Router Tenda Gamer 8219,router,89000,4,"router Tenda 4 antenas WiFi 6, color rojo. Ideal para hogar.",Tenda,Gamer 8219,Rojo,Plastico,4411,33x25x2 cm,36,Oficina,"4 antenas, WiFi 6"
IMP0027,Impresora HP Ultra 9468,impresora,228000,16,"impresora HP wifi laser, color negro. Ideal para profesional.",HP,Ultra 9468,Negro,Plastico,2596,9x11x2 cm,36,Hogar,"wifi, laser"
CAR0027,Cargador Anker One 5577,cargador,39000,16,"cargador Anker carga rapida USB-C, color azul. Ideal para gaming.",Anker,One 5577,Azul,Plastico,6780,26x38x27 cm,12,Gaming,"carga rapida, USB-C"
MOU0028,Mouse HyperX One 7284,mouse,30500,4,"mouse HyperX 8000 DPI RGB, color blanco. Ideal para hogar.",HyperX,One 7284,Blanco,Plastico ABS,2616,59x9x27 cm,12,Gaming,"8000 DPI, RGB"
TEC0028,Teclado Redragon Pro 5039,teclado,367000,4,"teclado Redragon membrana full size, color grafito. Ideal para profesional.",Redragon,Pro 5039,Grafito,Aluminio,7012,29x30x5 cm,36,Oficina,"membrana, full size"
MON0028,Monitor Gigabyte Air 273,monitor,599000,40,"monitor Gigabyte 144Hz 165Hz, color plata. Ideal para profesional.",Gigabyte,Air 273,Plata,Plastico y metal,5382,48x6x16 cm,24,Estudio,"144Hz, 165Hz"
AUR0028,Auriculares Razer Ultra 1782,auriculares,126500,37,"auriculares Razer con cable microfono, color negro. Ideal para estudio.",Razer,Ultra 1782,Negro,Plastico y cuero sintetico,2149,27x31x17 cm,36,Oficina,"con cable, microfono"
SIL0028,Silla Cougar Max 822,silla,627000,33,"silla Cougar ergonomica reclinable, color negro. Ideal para profesional.",Cougar,Max 822,Negro,Ecocuero y metal,2599,42x39x26 cm,12,Oficina,"ergonomica, reclinable"
WEB0028,Webcam Genius Plus 9984,webcam,37000,34,"webcam Genius autofoco para streaming, color rojo. Ideal para streaming.",Genius,Plus 9984,Rojo,Plastico,1234,8x20x18 cm,6,Hogar,"autofoco, para streaming"
MIC0028,Microfono Razer Lite 3382,microfono,134500,31,"microfono Razer condensador cardioide, color rosa. Ideal para hogar.",Razer,Lite 3382,Rosa,Metal,4963,49x26x29 cm,24,Estudio,"condensador, cardioide"
PAR0028,Parlante Edifier S 5484,parlante,42000,32,"parlante Edifier bluetooth RGB, color gris. Ideal para gaming.",Edifier,S 5484,Gris,Madera y plastico,5282,19x19x16 cm,12,Oficina,"bluetooth, RGB"
SSD0028,Ssd Crucial Go 5531,ssd,121500,1,"ssd Crucial 500GB 7000MB/s, color grafito. Ideal para gaming.",Crucial,Go 5531,Grafito,Metal,2981,6x40x5 cm,12,Profesional,"500GB, 7000MB/s"
RAM0028,Ram G.Skill Lite 9695,ram,72000,13,"ram G.Skill DDR4 RGB, color rojo. Ideal para oficina.",G.Skill,Lite 9695,Rojo,PCB,7303,21x16x12 cm,12,Oficina,"DDR4, RGB"
GPU0028,Placa de video Gigabyte Pro 2984,placa de video,3191500,9,"placa de video Gigabyte RTX 4060 ray tracing, color azul. Ideal para gaming.",Gigabyte,Pro 2984,Azul,Metal y plastico,2822,18x24x16 cm,12,Profesional,"RTX 4060, ray tracing"
FUE0028,Fuente Cooler Master Air 2907,fuente,107000,10,"fuente Cooler Master modular 650W, color grafito. Ideal para oficina.",Cooler Master,Air 2907,Grafito,Metal,6561,17x17x19 cm,36,Streaming,"modular, 650W"
GAB0028,Gabinete Thermaltake X 9923,gabinete,84000,40,"gabinete Thermaltake buena ventilacion Micro ATX, color grafito. Ideal para estudio.",Thermaltake,X 9923,Grafito,Acero y vidrio,2459,55x14x12 cm,12,Gaming,"buena ventilacion, Micro ATX"
CPU0028,Procesador AMD Max 8427,procesador,320500,31,"procesador AMD Ryzen 7 8 nucleos, color plata. Ideal para estudio.",AMD,Max 8427,Plata,Silicio,581,15x37x14 cm,24,Hogar,"Ryzen 7, 8 nucleos"
MBO0028,Motherboard ASRock Max 5372,motherboard,627000,32,"motherboard ASRock WiFi ATX, color rojo. Ideal para estudio.",ASRock,Max 5372,Rojo,PCB,3334,45x7x8 cm,12,Oficina,"WiFi, ATX"
COO0028,Cooler Noctua Lite 6586,cooler,258000,25,"cooler Noctua liquida 360mm RGB, color rosa. Ideal para profesional.",Noctua,Lite 6586,Rosa,Aluminio y cobre,2135,40x10x6 cm,6,Profesional,"liquida 360mm, RGB"
NOT0028,Notebook Asus Series 5860,notebook,2848500,40,"notebook Asus Core i5 512GB SSD, color rosa. Ideal para hogar.",Asus,Series 5860,Rosa,Aluminio,3880,32x31x13 cm,36,Profesional,"Core i5, 512GB SSD"
TAB0028,Tablet Lenovo S 504,tablet,478500,5,"tablet Lenovo WiFi 11 pulgadas, color gris. Ideal para gaming.",Lenovo,S 504,Gris,Aluminio,2462,58x37x18 cm,6,Profesional,"WiFi, 11 pulgadas"
PEN0028,Pendrive Kingston Ultra 2042,pendrive,44000,13,"pendrive Kingston 128GB 32GB, color blanco. Ideal para streaming.",Kingston,Ultra 2042,Blanco,Metal,2747,21x24x25 cm,24,Oficina,"128GB, 32GB"
ROU0028,Router Tenda One 2358,router,104000,23,"router Tenda WiFi 6 AX1800, color azul. Ideal para hogar.",Tenda,One 2358,Azul,Plastico,7798,30x5x17 cm,12,Hogar,"WiFi 6, AX1800"
IMP0028,Impresora Epson Lite 3538,impresora,634000,22,"impresora Epson wifi laser, color plata. Ideal para profesional.",Epson,Lite 3538,Plata,Plastico,6978,17x32x26 cm,36,Oficina,"wifi, laser"
CAR0028,Cargador Baseus Gamer 9249,cargador,46000,9,"cargador Baseus 65W carga rapida, color negro. Ideal para streaming.",Baseus,Gamer 9249,Negro,Plastico,129,36x27x12 cm,12,Hogar,"65W, carga rapida"
MOU0029,Mouse Redragon Air 6708,mouse,157000,3,"mouse Redragon liviano sensor optico, color azul. Ideal para oficina.",Redragon,Air 6708,Azul,Plastico ABS,7854,26x30x14 cm,12,Hogar,"liviano, sensor optico"
TEC0029,Teclado Logitech Series 6431,teclado,184500,37,"teclado Logitech compacto membrana, color rosa. Ideal para streaming.",Logitech,Series 6431,Rosa,Aluminio,7379,24x10x7 cm,6,Streaming,"compacto, membrana"
MON0029,Monitor Gigabyte Max 625,monitor,358500,5,"monitor Gigabyte IPS Full HD, color plata. Ideal para hogar.",Gigabyte,Max 625,Plata,Plastico y metal,2375,18x19x11 cm,6,Hogar,"IPS, Full HD"
AUR0029,Auriculares Logitech X 8595,auriculares,240500,26,"auriculares Logitech cancelacion de ruido almohadillas, color negro. Ideal para gaming.",Logitech,X 8595,Negro,Plastico y cuero sintetico,1107,39x31x17 cm,6,Hogar,"cancelacion de ruido, almohadillas"
SIL0029,Silla Cougar Max 3469,silla,668000,11,"silla Cougar apoyabrazos 4D ecocuero, color azul. Ideal para profesional.",Cougar,Max 3469,Azul,Ecocuero y metal,4862,17x37x24 cm,36,Profesional,"apoyabrazos 4D, ecocuero"
WEB0029,Webcam Razer Pro 2437,webcam,193500,16,"webcam Razer Full HD 1080p microfono integrado, color plata. Ideal para estudio.",Razer,Pro 2437,Plata,Plastico,7252,36x34x16 cm,6,Streaming,"Full HD 1080p, microfono integrado"
MIC0029,Microfono HyperX Plus 7576,microfono,240000,40,"microfono HyperX filtro pop cardioide, color rojo. Ideal para oficina.",HyperX,Plus 7576,Rojo,Metal,3450,20x16x30 cm,36,Hogar,"filtro pop, cardioide"
PAR0029,Parlante Genius Air 3105,parlante,145500,11,"parlante Genius RGB bluetooth, color blanco. Ideal para streaming.",Genius,Air 3105,Blanco,Madera y plastico,4455,23x9x24 cm,12,Hogar,"RGB, bluetooth"
SSD0029,Ssd Crucial Series 2086,ssd,80000,33,"ssd Crucial SATA lectura 3500MB/s, color rojo. Ideal para profesional.",Crucial,Series 2086,Rojo,Metal,3409,33x15x10 cm,12,Estudio,"SATA, lectura 3500MB/s"
RAM0029,Ram Kingston Gamer 537,ram,110000,26,"ram Kingston RGB 16GB, color blanco. Ideal para hogar.",Kingston,Gamer 537,Blanco,PCB,359,5x21x5 cm,12,Profesional,"RGB, 16GB"
GPU0029,Placa de video Zotac Gamer 7658,placa de video,3106000,16,"placa de video Zotac RTX 4060 8GB GDDR6, color blanco. Ideal para hogar.",Zotac,Gamer 7658,Blanco,Metal y plastico,1198,35x22x28 cm,12,Oficina,"RTX 4060, 8GB GDDR6"
FUE0029,Fuente Corsair One 1746,fuente,325500,26,"fuente Corsair 850W 650W, color gris. Ideal para streaming.",Corsair,One 1746,Gris,Metal,6305,5x22x6 cm,36,Profesional,"850W, 650W"
GAB0029,Gabinete NZXT Lite 664,gabinete,393000,34,"gabinete NZXT RGB ATX, color rosa. Ideal para streaming.",NZXT,Lite 664,Rosa,Acero y vidrio,5457,11x29x24 cm,24,Hogar,"RGB, ATX"
CPU0029,Procesador Intel One 176,procesador,573000,16,"procesador Intel AM5 LGA1700, color negro. Ideal para oficina.",Intel,One 176,Negro,Silicio,1688,10x6x15 cm,6,Gaming,"AM5, LGA1700"
MBO0029,Motherboard MSI Lite 1135,motherboard,296000,0,"motherboard MSI B650 ATX, color rosa. Ideal para estudio.",MSI,Lite 1135,Rosa,PCB,932,57x25x12 cm,12,Estudio,"B650, ATX"
COO0029,Cooler Cooler Master Series 6572,cooler,81000,7,"cooler Cooler Master aire liquida 240mm, color grafito. Ideal para oficina.",Cooler Master,Series 6572,Grafito,Aluminio y cobre,172,30x25x2 cm,36,Oficina,"aire, liquida 240mm"
NOT0029,Notebook Asus Lite 1181,notebook,982500,14,"notebook Asus pantalla 15.6 Core i5, color azul. Ideal para estudio.",Asus,Lite 1181,Azul,Aluminio,4142,11x39x27 cm,12,Profesional,"pantalla 15.6, Core i5"
TAB0029,Tablet Samsung One 5414,tablet,384000,21,"tablet Samsung 11 pulgadas 128GB, color grafito. Ideal para streaming.",Samsung,One 5414,Grafito,Aluminio,3999,9x26x2 cm,36,Hogar,"11 pulgadas, 128GB"
PEN0029,Pendrive Kingston Series 9725,pendrive,48500,8,"pendrive Kingston 64GB 32GB, color negro. Ideal para streaming.",Kingston,Series 9725,Negro,Metal,3560,53x20x21 cm,6,Gaming,"64GB, 32GB"
ROU0029,Router TP-Link X 8271,router,128500,14,"router TP-Link doble banda 4 antenas, color azul. Ideal para oficina.",TP-Link,X 8271,Azul,Plastico,7614,51x33x25 cm,24,Oficina,"doble banda, 4 antenas"
IMP0029,Impresora HP X 748,impresora,390000,22,"impresora HP sistema continuo multifuncion, color grafito. Ideal para oficina.",HP,X 748,Grafito,Plastico,4468,8x20x27 cm,12,Estudio,"sistema continuo, multifuncion"
CAR0029,Cargador Baseus Series 5369,cargador,12000,0,"cargador Baseus GaN USB-C, color gris. Ideal para oficina.",Baseus,Series 5369,Gris,Plastico,476,45x14x8 cm,12,Gaming,"GaN, USB-C"
MOU0030,Mouse Razer One 9092,mouse,119500,30,"mouse Razer con cable RGB, color rosa. Ideal para streaming.",Razer,One 9092,Rosa,Plastico ABS,1668,20x32x7 cm,12,Profesional,"con cable, RGB"
TEC0030,Teclado HyperX One 7444,teclado,54000,24,"teclado HyperX switches red compacto, color rosa. Ideal para oficina.",HyperX,One 7444,Rosa,Aluminio,3906,33x32x18 cm,36,Oficina,"switches red, compacto"
MON0030,Monitor Philips Pro 6349,monitor,774000,35,"monitor Philips VA 4K, color grafito. Ideal para streaming.",Philips,Pro 6349,Grafito,Plastico y metal,1489,21x29x16 cm,24,Hogar,"VA, 4K"
