caso,categoria,turno,mensaje,respuesta,tiempo_seg,fallback,tools,fallas
a26_ab_recomendacion,hilo,1,recomendame un auricular gamer,"¡Hola! Para recomendarte un auricular gamer, te puedo ofrecer varias opciones. Tenemos los Auriculares Redragon Zeus X Negro a $57.500, o los Auriculares Redragon Zeus X Blanco también a $57.500. Otra opción son los Auriculares Redragon Pandora Negro a $62.500, o los Auriculares Redragon Pandora Blanco a $62.500. También están los Auriculares HyperX Cloud Stinger 2 Negro a $70.000, o los Auriculares HyperX Cloud Stinger 2 Blanco a $70.000. Y si buscas algo de JBL, tenemos los Auriculares JBL Tune 510BT Negro a $78.000, los Auriculares JBL Tune 510BT Blanco a $78.000, los Auriculares JBL Tune 520BT Negro a $87.500, o los Auriculares JBL Tune 520BT Blanco a $87.500. ¿Hay alguno que te interese o querés que te cuente más sobre alguno en particular?",5.9,no,"search_products({""query"": ""recomendame un auricular gamer""})=10 | search_products({""categoria"": ""auriculares""})=10",
a26_ab_recomendacion,hilo,2,alguno con microfono desmontable?,"¡Claro! Con micrófono desmontable te puedo ofrecer los Auriculares HyperX Cloud II en negro o blanco, ambos a $125.500. También tenés los Auriculares Logitech G Pro X en negro o blanco, a $284.000. ¿Te interesa alguno de estos?",6.3,no,"search_products({""query"": ""alguno con microfono desmontable?""})=10 | search_products({""query"": ""auricular con microfono desmontable""})=10",
a26_ab_recomendacion,hilo,3,"entre esos, cual me conviene si juego en pc?","Los Auriculares HyperX Cloud II, tanto en negro como en blanco, son ideales para gaming en PC. Vienen con cable y tienen una garantía oficial de 12 meses. ¿Te gustaría saber algo más sobre ellos?",5.3,no,"search_products({""query"": ""Auriculares HyperX Cloud II""})=10 | get_product_details({""product_id"": ""AUR0001""})=None | get_product_details({""product_id"": ""AUR0002""})=None",
a27_horario,faq,1,cual es el horario de atencion?,Nuestro horario de atención es de lunes a viernes de 9 a 18 hs y los sábados de 10 a 13 hs por WhatsApp y mail.,8.0,no,"search_products({""query"": ""cual es el horario de atencion?""})=0 | query_faq({""consulta"": ""horario de atencion""})=None",
a28_devoluciones,faq,1,si no me gusta lo puedo devolver? cuantos dias tengo?,"Sí, tenés 10 días corridos desde que recibís el producto para arrepentirte. Eso sí, tiene que estar sin uso y en su empaque original.",4.9,no,"search_products({""query"": ""si no me gusta lo puedo devolver? cuantos dias tengo?""})=10 | query_faq({""consulta"": ""devolucion""})=None",
a29_mercadopago,faq,1,aceptan mercado pago?,"Sí, aceptamos Mercado Pago, transferencia bancaria y tarjetas de crédito y débito Visa, Mastercard y American Express. ¿Necesitabas saber sobre algún producto en particular?",4.9,no,"search_products({""query"": ""aceptan mercado pago?""})=0 | query_faq({""consulta"": ""medios de pago""})=None",
a30_saludo,basico,1,hola,¡Hola! ¿En qué puedo ayudarte hoy?,11.7,no,"query_faq({""consulta"": ""saludo""})=None",
a31_san_justo_ambiguo,geo_trampa,1,"quiero un mouse logitech, el mas barato","El mouse Logitech más económico que tengo es el Mouse Logitech M170 Negro o Blanco, ambos a $12.000. También tenés el Mouse Logitech G203 Lightsync Negro o Blanco a $37.500.",5.8,no,"search_products({""query"": ""quiero un mouse logitech, el mas barato""})=10 | search_products({""precio_min"": 0, ""categoria"": ""mouse"", ""precio_max"": 203000, ""query"": ""Logitech""})=10",
a31_san_justo_ambiguo,geo_trampa,2,cuanto sale el envio a San Justo?,"El envío a San Justo te sale $3.000. Si querés que te calcule el total con el mouse, decime cuál de los modelos que te mencioné te interesa.",5.1,no,"cotizar_envio({""localidad"": ""cuanto sale el envio a San Justo?"", ""subtotal"": 0})=None | search_products({""query"": ""cuanto sale el envio a San Justo?""})=10 | cotizar_envio({""localidad"": ""San Justo""})=None",
a32_capital_ambiguo,geo_trampa,1,el ssd samsung de 1tb cuanto sale?,El Almacenamiento externo Samsung T7 SSD de 1TB Negro sale $171.000.,4.7,no,"search_products({""query"": ""SSD Samsung 1TB""})=10 | get_product_details({""product_id"": ""EXT0019""})=None",
a32_capital_ambiguo,geo_trampa,2,y el envio a capital?,El envío a Capital te sale $3.000.,5.0,no,"cotizar_envio({""localidad"": ""y el envio a capital?"", ""subtotal"": 0})=None | search_products({""query"": ""Almacenamiento externo Samsung T7 SSD de 1TB Negro""})=10 | cotizar_envio({""subtotal"": 171000, ""localidad"": ""capital""})=None",
a33_cp_solo,geo_trampa,1,busco auriculares hyperx,¡Hola! Tenemos varios auriculares HyperX para ofrecerte. Auriculares HyperX Cloud II Negro a $125.500 Auriculares HyperX Cloud II Blanco a $125.500 Auriculares HyperX Cloud Stinger 2 Negro a $70.000 Auriculares HyperX Cloud Stinger 2 Blanco a $70.000 El modelo Auriculares HyperX Cloud III Negro está sin stock por el momento. ¿Te interesa alguno de estos modelos?,5.5,no,"search_products({""query"": ""auriculares hyperx""})=10 | get_product_details({""product_id"": ""AUR0001""})=None | get_product_details({""product_id"": ""AUR0002""})=None | get_product_details({""product_id"": ""AUR0003""})=None | get_product_details({""product_id"": ""AUR0004""})=None | get_product_details({""product_id"": ""AUR0023""})=None",
a33_cp_solo,geo_trampa,2,cuanto sale el envio al CP 4400?,"Para poder cotizar el envío al CP 4400, necesito que me indiques la provincia.",6.6,no,"cotizar_envio({""localidad"": ""cuanto sale el envio al CP 4400?"", ""subtotal"": 0})=None | search_products({""query"": ""cuanto sale el envio al CP 4400?""})=0 | cotizar_envio({""localidad"": ""4400""})=None",
a34_rio_tercero_directo,geo_trampa,1,quiero un teclado redragon con envio a Rio Tercero,"¡Hola! Tenemos varios teclados Redragon. Por ejemplo, el Teclado Redragon Kumara K552 Negro a $36.000, el Teclado Redragon Kumara K552 Blanco a $36.000, o el Teclado Redragon K617 Fizz Negro a $38.000. El envío a Río Tercero, Córdoba, sale $7.500. ¿Cuál te interesa?",7.0,no,"cotizar_envio({""localidad"": ""quiero un teclado redragon con envio a Rio Tercero"", ""subtotal"": 0})=None | search_products({""query"": ""teclado Redragon""})=10 | cotizar_envio({""localidad"": ""Rio Tercero""})=None",
a35_localidad_inventada,geo_trampa,1,el mouse genius mas barato cuanto sale?,El mouse Genius más barato que tengo es el Mouse Genius DX-110 Negro a $8.500.,4.4,no,"search_products({""query"": ""mouse Genius""})=10 | get_product_details({""product_id"": ""MOU0023""})=None",
a35_localidad_inventada,geo_trampa,2,me lo mandas a Villa Quintumalal del Oeste?,"Para poder cotizar el envío a Villa Quintumalal del Oeste, necesito que me digas la provincia o el código postal. Con eso te confirmo el costo exacto.",5.2,no,"search_products({""query"": ""Mouse Genius DX-110 Negro""})=10 | cotizar_envio({""subtotal"": 8500, ""localidad"": ""Villa Quintumalal del Oeste""})=None",
a36_cambia_destino,geo_trampa,1,"un monitor de 27 con envio a palermo caba, cuanto?","Tenemos el Monitor LG 27GP850 UltraGear de 27 pulgadas a $594.000. El envío a Palermo, CABA, sale $3.000. Si te interesa, te puedo calcular el total.",4.7,no,"cotizar_envio({""localidad"": ""un monitor de 27 con envio a palermo caba, cuanto?"", ""subtotal"": 0})=None | search_products({""query"": ""monitor 27 pulgadas""})=10 | cotizar_envio({""localidad"": ""palermo caba""})=None",
a36_cambia_destino,geo_trampa,2,"uh no, mejor mandalo a mendoza capital","Genial, el envío a Mendoza Capital es gratis porque tu compra supera los $250.000. Te quedaría solo el Monitor LG 27GP850 UltraGear de 27 pulgadas a $594.000.",5.4,no,"cotizar_envio({""localidad"": ""uh no, mejor mandalo a mendoza capital"", ""subtotal"": 0})=None | search_products({""query"": ""Monitor LG 27GP850 UltraGear de 27 pulgadas""})=10 | cotizar_envio({""subtotal"": 594000, ""localidad"": ""Mendoza Capital""})=None",
a36_cambia_destino,geo_trampa,3,"dale, cuanto queda el total ahi?",Presupuesto: 1x Monitor LG 27GP850 UltraGear: $594.000 c/u = $594.000 Subtotal: $594.000 Envio: gratis Total: $594.000 El envío es gratis porque tu compra supera el monto mínimo.,6.9,no,"cotizar_envio({""localidad"": ""uh no, mejor mandalo a mendoza capital"", ""subtotal"": 0})=None | search_products({""query"": ""Monitor LG 27GP850 UltraGear de 27 pulgadas""})=10 | calculate_total({""items_extra"": [{""concepto"": ""envio_interior"", ""faq_tema"": ""costo_envio""}], ""items"": [{""cantidad"": 1, ""product_id"": ""MO)=1",
b01_compra_real_larga,compra_larga,1,hola buenas!,"¡Hola! ¿Cómo estás? Soy de Verifika Tech, ¿en qué puedo ayudarte hoy?",5.9,no,"query_faq({""consulta"": ""saludo""})=None",
b01_compra_real_larga,compra_larga,2,busco un teclado mecanico para mi hijo que juega,"¡Hola! Entiendo que buscás un teclado mecánico para tu hijo gamer. No tengo teclados mecánicos con ese nombre exacto, pero te puedo ofrecer algunos teclados que son ideales para gaming. Tenemos el Teclado Redragon Kumara K552 Negro a $36.000 y el Teclado Redragon K617 Fizz Negro a $38.000. Ambos son excelentes opciones para jugar. ¿Te interesa alguno de estos o querés que te muestre otras opciones?",7.5,no,"search_products({""query"": ""busco un teclado mecanico para mi hijo que juega""})=10 | search_products({""query"": ""mecanico"", ""categoria"": ""teclado""})=10",
b01_compra_real_larga,compra_larga,3,cual es la diferencia entre los dos primeros que me mostraste?,"Mirá, el Teclado Redragon Kumara K552 Negro sale $36.000 y el Teclado Redragon K617 Fizz Negro sale $38.000. Ambos son ideales para gaming, tienen switch red y garantía oficial de 24 meses. La principal diferencia es que el Kumara K552 es un poco más grande y pesado (43.1x14.0x4.2 cm y 735 gramos) que el K617 Fizz (48.3x14.1x3.8 cm y 587 gramos).",5.4,no,"search_products({""query"": ""Teclado Redragon Kumara K552 Negro""})=10 | get_product_details({""product_id"": ""TEC0015""})=None | get_product_details({""product_id"": ""TEC0037""})=None",
b01_compra_real_larga,compra_larga,4,"dale, me quedo con el mas barato de esos dos","Presupuesto:
- 2x Mouse Redragon Cobra M711 Negro: $23.000 c/u = $46.000
Subtotal: $46.000
Total: $46.000",5.7,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MOU0017"", ""cantidad"": 2}]})=1 | get_product_details({""product_id"": ""TEL0002""})=None",
b01_compra_real_larga,compra_larga,5,"ah y tambien un mouse, el mas vendido que tengas","Presupuesto:
- 2x Mouse Redragon Cobra M711 Negro: $23.000 c/u = $46.000
Subtotal: $46.000
Total: $46.000",6.8,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": null})=1 | search_products({""query"": ""mouse mas vendido""})=10 | get_product_details({""product_id"": ""MOU0007""})=None",
b01_compra_real_larga,compra_larga,6,"mejor dame dos mouse de esos, son para los dos chicos",¡Perfecto! Entonces sería el Teclado Redragon Kumara K552 Negro y dos Mouse Redragon Cobra M711 Negro. Presupuesto: 1x Teclado Redragon Kumara K552 Negro: $36.000 c/u = $36.000 2x Mouse Redragon Cobra M711 Negro: $23.000 c/u = $46.000 Subtotal: $82.000 Total: $82.000 ¿Te gustaría agregar algo más o ya te cierro el pedido?,7.2,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": null})=1 | search_products({""query"": ""Mouse Redragon Cobra M711 Negro""})=10 | calculate_total({""items"": [{""cantidad"": 1, ""product_id"": ""TEC0015""}, {""product_id"": ""MOU0017"", ""cantidad"": 2}]})=2",
b01_compra_real_larga,compra_larga,7,cuanto me queda todo junto?,"Presupuesto:
- 1x Teclado Redragon Kumara K552 Negro: $36.000 c/u = $36.000
- 2x Mouse Redragon Cobra M711 Negro: $23.000 c/u = $46.000
Subtotal: $82.000
Total: $82.000",5.8,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""TEC0015"", ""cantidad"": 1}, {""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": null})=2 | search_products({""query"": ""cuanto me queda todo junto?""})=0 | calculate_total({""items"": [{""cantidad"": 1, ""product_id"": ""TEC0015""}, {""cantidad"": 2, ""product_id"": ""MOU0017""}]})=2",
b01_compra_real_larga,compra_larga,8,es con envio a salta capital,"¡Dale! El envío a Salta Capital te sale $10.500. El total con el teclado y los dos mouses, incluyendo el envío, sería de $92.500.",6.7,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""TEC0015"", ""cantidad"": 1}, {""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": [{""faq_te)=2 | cotizar_envio({""localidad"": ""es con envio a salta capital"", ""subtotal"": 82000})=None | cotizar_envio({""localidad"": ""salta capital"", ""subtotal"": 82000})=None",
b01_compra_real_larga,compra_larga,9,y si pago por transferencia queda mas barato?,"Disculpá, me equivoqué. El descuento por transferencia es un tipo de descuento especial. Dejame calcularlo bien.",6.5,no,"calculate_total({""items"": [{""product_id"": ""MOU0017"", ""cantidad"": 1}]})=1 | calculate_total({""items"": [{""product_id"": ""TEC0015"", ""cantidad"": 1}, {""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": [{""faq_te)=2 | cotizar_envio({""localidad"": ""es con envio a salta capital"", ""subtotal"": 82000})=None | calculate_total({""items_extra"": [{""concepto"": ""transferencia"", ""faq_tema"": ""descuento""}, {""concepto"": ""envio_interior"", ""faq_tema"": ""cos)=None",
b01_compra_real_larga,compra_larga,10,"dale, asi lo cierro con transferencia",¡Dale! Si pagás por transferencia bancaria tenés un 10% de descuento. Presupuesto: 1x Teclado Redragon Kumara K552 Negro: $36.000 c/u = $36.000 2x Mouse Redragon Cobra M711 Negro: $23.000 c/u = $46.000 Subtotal: $82.000 Descuento 10%: -$8.200 Envio: entre $5.000 y $12.000 Total: entre $78.800 y $85.800 El costo exacto del envío depende de la localidad de Salta. Si me decís la ciudad te confirmo el valor final.,7.3,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""TEC0015"", ""cantidad"": 1}, {""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": [{""faq_te)=2 | cotizar_envio({""localidad"": ""es con envio a salta capital"", ""subtotal"": 82000})=None | query_faq({""consulta"": ""descuento por transferencia""})=1 | calculate_total({""items_extra"": [{""concepto"": ""descuento_transferencia"", ""faq_tema"": ""descuento_transferencia""}, {""faq_tema"": ""costo_env)=2",
b01_compra_real_larga,compra_larga,11,soy Carla,"¡Hola Carla! Disculpame, me equivoqué con el descuento. El descuento por transferencia es del 10% y se aplica sobre el subtotal. El envío a Salta Capital es de $10.500. El total con el teclado y los dos mouses, incluyendo el envío y el descuento por transferencia, sería de $73.800. ¿Querés que te cierre el pedido con estos datos?",5.5,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""TEC0015"", ""cantidad"": 1}, {""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""es con envio a salta capital"", ""subtotal"": 82000})=None | calculate_total({""items_extra"": [{""faq_tema"": ""costo_envio"", ""concepto"": ""envio_interior""}, {""faq_tema"": ""descuento"", ""concepto"": ""trans)=None",
b01_compra_real_larga,compra_larga,12,mi telefono es 387 5552211,"Presupuesto:
- 1x Teclado Redragon Kumara K552 Negro: $36.000 c/u = $36.000
- 2x Mouse Redragon Cobra M711 Negro: $23.000 c/u = $46.000
Subtotal: $82.000
Total: $82.000",5.8,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""TEC0015"", ""cantidad"": 1}, {""product_id"": ""MOU0017"", ""cantidad"": 2}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""es con envio a salta capital"", ""subtotal"": 82000})=None | calculate_total({""items_extra"": [{""concepto"": ""envio_interior"", ""faq_tema"": ""costo_envio""}, {""concepto"": ""transferencia"", ""faq_tema"": ""d)=None",
b02_cliente_caotico,compra_larga,1,hola tenes monitores?,"¡Sí, tenemos monitores! Te muestro algunos de los que tenemos en stock: Monitor Samsung T35F 24 a $151.000 Monitor AOC 24B2XH a $163.500 Monitor LG 24MK430H a $167.500 Monitor ViewSonic VA2406 a $171.500 Monitor Philips 242V8A a $174.500 ¿Hay alguno que te interese o buscabas algo en particular?",5.6,no,"search_products({""query"": ""hola tenes monitores?""})=0 | list_catalog({""categoria"": ""monitor""})=24",
b02_cliente_caotico,compra_larga,2,el de 27 cuanto sale?,¡Claro! Tenemos varios monitores de 27 pulgadas. Acá te paso algunos: Monitor Philips 271E1 a $202.500 Monitor ViewSonic VX2718 a $238.500 Monitor AOC 27G2 a $291.000 Monitor MSI G274F a $324.500 Monitor Asus TUF VG279Q1A a $363.500 Monitor Gigabyte M27Q a $524.500 Monitor LG 27GP850 UltraGear a $594.000 ¿Hay alguno de estos que te interese o buscabas alguna característica en particular?,5.4,no,"search_products({""query"": ""el de 27 cuanto sale?""})=0 | search_products({""categoria"": ""monitor"", ""query"": ""27""})=7",
b02_cliente_caotico,compra_larga,3,"uh que caro, en mercadolibre esta a 150000","Entiendo, los precios pueden variar. Nosotros ofrecemos un 10% de descuento pagando por transferencia bancaria. Si te interesa alguno de los monitores que te mencioné, te puedo calcular el precio con ese descuento.",4.6,no,"query_faq({""consulta"": ""descuento por transferencia""})=1",
b02_cliente_caotico,compra_larga,4,bueno mostrame mejor auriculares entonces,"¡Dale, no hay problema! Te muestro algunos auriculares que tenemos: Auriculares Redragon Zeus X Negro a $57.500 Auriculares Redragon Zeus X Blanco a $57.500 Auriculares Redragon Pandora Negro a $62.500 Auriculares Redragon Pandora Blanco a $62.500 Auriculares HyperX Cloud Stinger 2 Negro a $70.000 Auriculares HyperX Cloud Stinger 2 Blanco a $70.000 Auriculares JBL Tune 510BT Negro a $78.000 Auriculares JBL Tune 510BT Blanco a $78.000 Auriculares JBL Tune 520BT Negro a $87.500 Auriculares JBL Tune 520BT Blanco a $87.500 ¿Hay alguno que te interese o buscabas algo en particular?",6.2,no,"search_products({""query"": ""bueno mostrame mejor auriculares entonces""})=10 | search_products({""categoria"": ""auriculares""})=10",
b02_cliente_caotico,compra_larga,5,che y ustedes tienen local para ir a ver los productos?,"No tenemos local físico, somos una tienda online. Hacemos envíos a todo el país desde Buenos Aires.",4.3,no,"search_products({""query"": ""che y ustedes tienen local para ir a ver los productos?""})=10 | query_faq({""consulta"": ""local para ir a ver los productos?""})=None",
b02_cliente_caotico,compra_larga,6,ok. los auriculares esos cuanto salian?,"Disculpá, no encuentro los precios de los Auriculares HyperX Cloud II Negro y Blanco en este momento. ¿Te referías a otros auriculares o querés que busque de nuevo?",5.2,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""AUR0001"", ""cantidad"": 1}]})=1 | calculate_total({""items"": [{""product_id"": ""AUR0002"", ""cantidad"": 1}]})=1 | get_product_details({""product_id"": ""hyperx_cloud_ii_negro""})=None | get_product_details({""product_id"": ""hyperx_cloud_ii_blanco""})=None",
b02_cliente_caotico,compra_larga,7,"sabes que? volvamos al monitor de antes, el de 27",¡Dale! El Monitor Philips 271E1 de 27 pulgadas sale $202.500. ¿Te gustaría saber algo más sobre él?,5.3,no,"search_products({""query"": ""Monitor Philips 271E1""})=10 | get_product_details({""product_id"": ""MON0021""})=None",
b02_cliente_caotico,compra_larga,8,"dale, lo llevo. y los auriculares tambien, los mas baratos",¡Excelente elección! El Monitor LG 24MK430H y los Auriculares HyperX Cloud II Negro serían: Presupuesto: 1x Monitor LG 24MK430H: $167.500 c/u = $167.500 1x Auriculares HyperX Cloud II Negro: $125.500 c/u = $125.500 Subtotal: $293.000 Total: $293.000 ¿Confirmamos la compra por $293.000?,7.3,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""AUR0001"", ""cantidad"": 1}]})=1 | calculate_total({""items"": [{""cantidad"": 1, ""product_id"": ""MON0001""}, {""cantidad"": 1, ""product_id"": ""AUR0001""}]})=2",
b02_cliente_caotico,compra_larga,9,cuanto es todo con envio a neuquen capital?,¡Genial! El envío a Neuquén Capital es gratis porque tu compra supera los $250.000. El total sería: Presupuesto: 1x Monitor LG 24MK430H: $167.500 c/u = $167.500 1x Auriculares HyperX Cloud II Negro: $125.500 c/u = $125.500 Subtotal: $293.000 Envio: gratis Total: $293.000 ¿Confirmamos la compra?,9.1,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MON0001"", ""cantidad"": 1}, {""product_id"": ""AUR0001"", ""cantidad"": 1}], ""items_extra"": [{""faq_te)=2 | cotizar_envio({""localidad"": ""cuanto es todo con envio a neuquen capital?"", ""subtotal"": 293000})=None | search_products({""query"": ""cuanto es todo con envio a neuquen capital?""})=10 | cotizar_envio({""subtotal"": 293000, ""localidad"": ""Neuquen Capital""})=None | calculate_total({""items_extra"": [{""faq_tema"": ""costo_envio"", ""concepto"": ""envio_gratis""}], ""items"": [{""product_id"": ""MON0001"", ""cantidad)=2",
b02_cliente_caotico,compra_larga,10,"perfecto, lo confirmo","¡Excelente! Para confirmar tu compra por $293.000, necesito que me digas cómo querés pagar. Aceptamos transferencia bancaria, Mercado Pago, y tarjetas de crédito y débito Visa, Mastercard y American Express.",5.2,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MON0001"", ""cantidad"": 1}, {""product_id"": ""AUR0001"", ""cantidad"": 1}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""cuanto es todo con envio a neuquen capital?"", ""subtotal"": 293000})=None | query_faq({""consulta"": ""medios de pago""})=None",
b02_cliente_caotico,compra_larga,11,"Pedro, 299 5448877","¡Perfecto, Pedro! Ya tengo tu nombre y número de teléfono. Para finalizar la compra del Monitor LG 24MK430H y los Auriculares HyperX Cloud II Negro por $293.000 con envío gratis a Neuquén Capital, solo me falta que me confirmes el método de pago. Podés pagar con transferencia bancaria, Mercado Pago, o tarjetas de crédito y débito Visa, Mastercard y American Express.",5.2,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MON0001"", ""cantidad"": 1}, {""product_id"": ""AUR0001"", ""cantidad"": 1}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""cuanto es todo con envio a neuquen capital?"", ""subtotal"": 293000})=None | query_faq({""consulta"": ""formas de pago""})=None",
b03_umbral_ida_y_vuelta,compra_larga,1,"hola, quiero un mouse barato y un pad","¡Hola! Con gusto te ayudo. Tenemos el Mouse Genius DX-110 Negro a $8.500. Para el pad, no encontré ningún producto con esa descripción. ¿Te referís a un mouse pad? Si es así, ¿buscás alguno en particular o te gustaría que te muestre las opciones disponibles?",5.5,no,"search_products({""query"": ""mouse""})=10 | search_products({""categoria"": ""mouse""})=10 | search_products({""query"": ""pad""})=10",
b03_umbral_ida_y_vuelta,compra_larga,2,dale esos dos. cuanto queda con envio a rosario?,No encontré ningún mouse pad en el catálogo. ¿Te gustaría que te muestre los mouses disponibles o buscamos otra cosa?,5.8,no,"cotizar_envio({""localidad"": ""dale esos dos. cuanto queda con envio a rosario?"", ""subtotal"": 0})=None | search_products({""query"": ""Mouse Genius DX-110 Negro""})=10 | search_products({""query"": ""mouse pad""})=10",
b03_umbral_ida_y_vuelta,compra_larga,3,"che, y si le sumo el teclado corsair k70 al pedido?",¡Dale! El Teclado Corsair K70 RGB Pro Blanco está disponible. Presupuesto: 1x Mouse Genius DX-110 Negro: $8.500 c/u = $8.500 1x Teclado Corsair K70 RGB Pro Blanco: $314.000 c/u = $314.000 Subtotal: $322.500 Envio: gratis Total: $322.500 El envío a Rosario sería gratis porque tu compra supera los $250.000. ¿Te gustaría confirmar este pedido?,5.3,no,"cotizar_envio({""localidad"": ""dale esos dos. cuanto queda con envio a rosario?"", ""subtotal"": 0})=None | search_products({""query"": ""teclado corsair k70""})=10 | calculate_total({""items"": [{""cantidad"": 1, ""product_id"": ""MOU0023""}, {""product_id"": ""TEC0022"", ""cantidad"": 1}], ""items_extra"": [{""concep)=2",
b03_umbral_ida_y_vuelta,compra_larga,4,con eso ya tengo envio gratis no?,"¡Sí, exacto! Como tu compra supera los $250.000, el envío a Rosario es gratis. ¿Te gustaría confirmar el pedido?",5.1,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MOU0023"", ""cantidad"": 1}, {""product_id"": ""TEC0022"", ""cantidad"": 1}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""dale esos dos. cuanto queda con envio a rosario?"", ""subtotal"": 322500})=None | search_products({""query"": ""con eso ya tengo envio gratis no?""})=10 | query_faq({""consulta"": ""envio gratis""})=3",
b03_umbral_ida_y_vuelta,compra_larga,5,"mmm el teclado es mucha plata. sacalo, dejame solo el mouse y el pad","¡Entendido! El teclado lo sacamos. Sobre el ""pad"", no encontré ningún producto con esa descripción en el catálogo. ¿Te referís a un mouse pad? Si es así, no tenemos mouse pads en este momento. Entonces, tu pedido quedaría solo con el Mouse Genius DX-110 Negro. Opción A: 1x Mouse Genius DX-110 Negro: $8.500 Subtotal: $8.500 Total: $8.500 ¿Te gustaría confirmar solo el mouse?",5.2,no,"calculate_total({""items"": [{""product_id"": ""MOU0023"", ""cantidad"": 1}]})=1 | calculate_total({""items"": [{""product_id"": ""TEC0022"", ""cantidad"": 1}]})=1 | calculate_total({""items"": [{""product_id"": ""MOU0023"", ""cantidad"": 1}, {""product_id"": ""TEC0022"", ""cantidad"": 1}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""dale esos dos. cuanto queda con envio a rosario?"", ""subtotal"": 322500})=None | search_products({""query"": ""mouse pad""})=10",
b03_umbral_ida_y_vuelta,compra_larga,6,entonces cuanto me queda el total final con el envio a rosario?,"¡Dale! Si solo querés el Mouse Genius DX-110 Negro, el presupuesto sería: Presupuesto: 1x Mouse Genius DX-110 Negro: $8.500 c/u = $8.500 Subtotal: $8.500 Envio: entre $5.000 y $12.000 Total: entre $13.500 y $20.500 El costo exacto del envío a Rosario depende de la localidad. Si me decís la ciudad, te confirmo el valor final.",10.2,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MOU0023"", ""cantidad"": 1}, {""product_id"": ""TEC0022"", ""cantidad"": 1}], ""items_extra"": null})=2 | cotizar_envio({""localidad"": ""entonces cuanto me queda el total final con el envio a rosario?"", ""subtotal"": 322500})=None | search_products({""query"": ""entonces cuanto me queda el total final con el envio a rosario?""})=10 | calculate_total({""items"": [{""cantidad"": 1, ""product_id"": ""MOU0023""}], ""items_extra"": [{""concepto"": ""envio_interior"", ""faq_tema"": ""costo_)=1",
b03_umbral_ida_y_vuelta,compra_larga,7,"bueno dale, cerralo asi","¡Perfecto! El total con envío a Rosario por el Mouse Genius DX-110 Negro quedaría entre $13.500 y $20.500. El costo exacto del envío depende de la localidad. Si me decís la ciudad, te confirmo el valor final.",5.4,no,"presupuesto_codigo calculate_total({""items"": [{""product_id"": ""MOU0023"", ""cantidad"": 1}], ""items_extra"": null})=1 | cotizar_envio({""localidad"": ""entonces cuanto me queda el total final con el envio a rosario?"", ""subtotal"": 8500})=None | search_products({""query"": ""Mouse Genius DX-110 Negro""})=10 | calculate_total({""items_extra"": [{""concepto"": ""envio_interior"", ""faq_tema"": ""costo_envio""}], ""items"": [{""product_id"": ""MOU0023"", ""cantid)=1",
